Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
30,Destiny 2,Agosto,2022," 11,196,151 horas","   749,165 horas","   81,185 streamers","  451,907 espectadores"," 11,764 canales"," 15,068 espectadores"," 1,008 canales"
3,Fortnite,Febrero,2020," 55,475,583 horas"," 3,975,899 horas","  427,073 streamers","  273,169 espectadores"," 11,837 canales"," 79,820 espectadores"," 5,720 canales"
10,Fortnite,Septiembre,2022," 40,234,527 horas"," 3,455,199 horas","  653,659 streamers","  363,863 espectadores"," 11,944 canales",NA," 4,805 canales"
5,Fortnite,Marzo,2020," 66,249,206 horas"," 4,750,140 horas","  497,697 streamers","  289,330 espectadores"," 12,948 canales"," 89,164 espectadores"," 6,393 canales"
35,Destiny 2,Febrero,2023,"  7,676,264 horas","   564,874 horas","   70,876 streamers","  173,158 espectadores"," 13,395 canales"," 11,440 espectadores",   841 canales
7,Fortnite,Agosto,2023," 44,035,740 horas"," 4,860,987 horas","  906,363 streamers","  211,195 espectadores"," 14,068 canales"," 59,267 espectadores",NA
6,Destiny 2,Septiembre,2017," 18,927,348 horas"," 1,504,205 horas","  131,862 streamers","  203,487 espectadores"," 14,140 canales"," 26,324 espectadores",NA
6,Fortnite,Mayo,2021," 91,858,834 horas"," 4,994,610 horas","  484,887 streamers","  456,652 espectadores"," 14,339 canales","123,632 espectadores"," 6,722 canales"
7,Fortnite,Mayo,2024," 44,713,363 horas"," 4,732,259 horas","  803,589 streamers","  309,821 espectadores"," 14,419 canales"," 60,179 espectadores"," 6,369 canales"
8,Fortnite,Marzo,2023," 42,256,437 horas"," 4,254,764 horas","  812,797 streamers","  461,687 espectadores"," 14,426 canales"," 56,872 espectadores"," 5,726 canales"
6,Fortnite,Abril,2024," 47,560,212 horas"," 5,333,248 horas","  924,545 streamers","  269,139 espectadores"," 14,563 canales"," 66,147 espectadores"," 7,417 canales"
4,Fortnite,Octubre,2020," 85,559,924 horas"," 5,777,917 horas","  533,320 streamers","  388,650 espectadores"," 15,148 canales","115,154 espectadores"," 7,776 canales"
1,Fortnite,Junio,2019," 92,750,132 horas"," 5,793,509 horas","  676,020 streamers",NA," 15,367 canales","128,998 espectadores"," 8,057 canales"
7,Fortnite,Junio,2021," 70,802,599 horas"," 5,069,896 horas","  492,980 streamers","  343,301 espectadores"," 15,889 canales"," 98,473 espectadores",NA
1,Fortnite,Marzo,2018,"118,391,174 horas"," 6,062,527 horas","  741,423 streamers","  862,789 espectadores"," 17,082 canales","159,342 espectadores"," 8,159 canales"
5,Fortnite,Abril,2021," 94,112,337 horas"," 5,810,309 horas","  588,089 streamers","  498,791 espectadores"," 17,790 canales","130,893 espectadores"," 8,081 canales"
1,Fortnite,Mayo,2018,"144,602,326 horas"," 7,645,739 horas","  930,299 streamers","  576,926 espectadores"," 18,000 canales","194,619 espectadores","10,290 canales"
1,Fortnite,Abril,2018,"128,654,925 horas"," 7,309,656 horas","  877,646 streamers","  657,462 espectadores"," 18,292 canales","178,935 espectadores","10,166 canales"
4,Fortnite,Febrero,2021,"107,665,720 horas"," 6,523,956 horas","  644,071 streamers","  541,227 espectadores"," 18,890 canales","160,455 espectadores"," 9,722 canales"
23,Destiny 2,Marzo,2022," 13,337,169 horas"," 1,003,441 horas","   93,492 streamers","  357,728 espectadores"," 19,199 canales",NA," 1,350 canales"
5,Fortnite,Enero,2021,"101,306,583 horas"," 7,396,984 horas","  689,937 streamers","  997,440 espectadores"," 19,348 canales","136,348 espectadores"," 9,955 canales"
1,Fortnite,Julio,2018,"152,086,231 horas"," 8,073,931 horas","  945,248 streamers",NA," 19,495 canales","204,692 espectadores","10,866 canales"
5,Fortnite,Febrero,2024," 68,101,025 horas"," 6,853,468 horas","1,239,467 streamers",NA," 19,927 canales"," 97,987 espectadores"," 9,861 canales"
1,Fortnite,Septiembre,2018,"106,325,201 horas"," 7,407,787 horas","  900,461 streamers",NA," 20,180 canales","147,879 espectadores","10,302 canales"
4,Fortnite,Marzo,2021,"117,342,947 horas"," 7,181,301 horas","  703,686 streamers","  778,187 espectadores"," 20,333 canales","157,931 espectadores"," 9,665 canales"
1,Fortnite,Octubre,2018,"112,125,020 horas"," 6,638,650 horas","  822,907 streamers","  591,205 espectadores"," 20,952 canales","150,908 espectadores"," 8,934 canales"
21,Destiny 2,Noviembre,2020," 18,006,507 horas"," 1,388,181 horas","   78,270 streamers","  402,791 espectadores"," 20,975 canales"," 25,043 espectadores"," 1,930 canales"
3,Fortnite,Julio,2020,"105,305,814 horas"," 8,882,333 horas","  681,016 streamers","  328,230 espectadores"," 21,039 canales","141,730 espectadores","11,954 canales"
4,Fortnite,Agosto,2020," 98,814,094 horas"," 7,962,195 horas","  663,479 streamers","  497,250 espectadores"," 21,768 canales",NA,"10,716 canales"
1,Fortnite,Abril,2019,"100,443,090 horas"," 7,536,634 horas","  884,315 streamers","  465,998 espectadores"," 21,968 canales","139,698 espectadores","10,482 canales"
1,Fortnite,Diciembre,2018,"118,143,183 horas"," 9,027,163 horas","1,013,029 streamers","  418,403 espectadores"," 22,408 canales","159,008 espectadores","12,149 canales"
5,Fortnite,Enero,2024," 72,330,309 horas"," 8,256,190 horas","1,498,156 streamers",NA," 23,219 canales"," 97,349 espectadores","11,111 canales"
2,Fortnite,Marzo,2019,"101,265,583 horas"," 8,373,592 horas","  888,542 streamers","  424,746 espectadores"," 23,473 canales","136,292 espectadores","11,269 canales"
1,Fortnite,Junio,2018,"126,859,989 horas"," 6,797,681 horas","  847,488 streamers","1,460,297 espectadores"," 23,749 canales","176,439 espectadores",NA
6,Fortnite,Agosto,2024," 44,317,890 horas"," 5,296,318 horas","  921,134 streamers","  286,309 espectadores"," 24,806 canales"," 59,647 espectadores"," 7,128 canales"
3,Fortnite,Noviembre,2020," 82,963,986 horas"," 6,162,249 horas","  563,077 streamers","  488,655 espectadores"," 25,246 canales","115,388 espectadores",NA
3,Fortnite,Noviembre,2023,"117,782,753 horas"," 8,562,724 horas","1,558,854 streamers",NA," 33,128 canales",NA,"11,909 canales"
3,Fortnite,Diciembre,2019," 64,228,513 horas"," 3,857,516 horas","  470,255 streamers","  942,880 espectadores"," 35,639 canales"," 86,444 espectadores"," 5,191 canales"
6,Fortnite,Marzo,2024," 56,123,119 horas"," 6,756,317 horas","1,213,954 streamers","  502,147 espectadores"," 38,085 canales"," 75,535 espectadores",NA
4,Fortnite,Mayo,2020,"122,842,189 horas","10,245,704 horas","  749,518 streamers","  623,197 espectadores"," 39,752 canales",NA,"13,789 canales"
1,Fortnite,Julio,2019," 90,508,922 horas"," 5,704,941 horas","  619,076 streamers","1,299,699 espectadores"," 47,033 canales","121,815 espectadores"," 7,678 canales"
6,Fortnite,Junio,2022," 51,892,737 horas"," 3,845,917 horas","  754,617 streamers","  945,769 espectadores"," 48,299 canales",NA," 5,348 canales"
1,Fortnite,Mayo,2019,"107,228,121 horas"," 6,801,136 horas","  846,724 streamers","  590,940 espectadores"," 51,473 canales","144,317 espectadores",NA
5,Fortnite,Agosto,2021," 77,871,428 horas"," 4,764,584 horas","  473,438 streamers","  719,861 espectadores"," 52,969 canales","104,806 espectadores"," 6,412 canales"
1,Fortnite,Enero,2019,"126,502,656 horas","10,205,058 horas","1,013,016 streamers","  649,136 espectadores"," 56,274 canales","170,259 espectadores","13,734 canales"
4,Fortnite,Abril,2020," 97,700,836 horas"," 7,413,195 horas","  565,926 streamers","  832,660 espectadores"," 59,676 canales",NA,"10,310 canales"
3,Fortnite,Febrero,2019," 84,064,959 horas"," 7,238,650 horas","  810,687 streamers","  658,887 espectadores"," 67,544 canales","125,283 espectadores","10,787 canales"
3,Fortnite,Diciembre,2023,"108,582,886 horas"," 9,630,049 horas","1,728,322 streamers","3,291,525 espectadores"," 85,481 canales","146,141 espectadores","12,961 canales"
6,Fortnite,Diciembre,2021," 67,039,763 horas"," 4,833,376 horas","  499,414 streamers","1,270,408 espectadores"," 88,824 canales",NA," 6,505 canales"
3,Fortnite,Junio,2020,"111,733,315 horas"," 9,686,644 horas","  733,031 streamers","2,331,987 espectadores","115,814 canales",NA,"13,472 canales"
2,Counter-Strike: Global Offensive,Enero,2016," 47,832,863 horas","   830,105 horas","  120,849 streamers","  372,654 espectadores",NA," 64,378 espectadores"," 1,117 canales"
32,Super Smash Bros. Melee,Enero,2016,"  1,790,598 horas","    10,638 horas","    1,895 streamers",NA,NA,"  2,409 espectadores",    14 canales
167,Age of Empires II,Febrero,2016,"    129,101 horas","     3,169 horas",      215 streamers,"    1,980 espectadores",NA,    185 espectadores,     4 canales
197,Roblox,Febrero,2016,"     99,370 horas","    17,552 horas","    5,624 streamers","    5,943 espectadores",NA,    142 espectadores,    25 canales
98,Guild Wars 2,Marzo,2016,"    280,265 horas","    20,754 horas","    2,385 streamers","    3,092 espectadores",NA,    377 espectadores,    27 canales
145,Star Citizen,Marzo,2016,"    158,864 horas","     7,332 horas","    1,085 streamers",NA,NA,    213 espectadores,     9 canales
155,Roblox,Marzo,2016,"    150,267 horas","    18,282 horas","    5,601 streamers","    4,760 espectadores",NA,    202 espectadores,    24 canales
193,Age of Empires II,Marzo,2016,"     98,903 horas","     2,928 horas",      204 streamers,      967 espectadores,NA,    133 espectadores,NA
27,Super Smash Bros. Melee,Abril,2016,"  2,282,986 horas","    12,281 horas","    1,992 streamers","   63,236 espectadores",NA,"  3,175 espectadores",    17 canales
78,Summoners War: Sky Arena,Abril,2016,"    419,666 horas","    12,762 horas",      746 streamers,NA,NA,    583 espectadores,    17 canales
90,Guild Wars 2,Abril,2016,"    318,164 horas","    22,436 horas","    2,553 streamers","    3,550 espectadores",NA,    442 espectadores,NA
182,Roblox,Abril,2016,"    119,281 horas","    23,279 horas","    6,873 streamers","    4,131 espectadores",NA,    165 espectadores,    32 canales
184,Age of Empires II,Abril,2016,"    116,800 horas","     2,923 horas",      208 streamers,NA,NA,    162 espectadores,     4 canales
4,Counter-Strike: Global Offensive,Mayo,2016," 44,882,927 horas","   663,528 horas","  101,483 streamers","  347,527 espectadores",NA," 60,407 espectadores",NA
43,The Witcher 3: Wild Hunt,Mayo,2016,"  1,260,978 horas","    67,863 horas","   12,472 streamers",NA,NA,"  1,697 espectadores",    91 canales
69,Summoners War: Sky Arena,Mayo,2016,"    408,501 horas","    13,143 horas",      816 streamers,"    3,880 espectadores",NA,    549 espectadores,    17 canales
29,The Witcher 3: Wild Hunt,Junio,2016,"  2,267,507 horas","   120,248 horas","   17,030 streamers","   35,727 espectadores",NA,"  3,153 espectadores",NA
121,Bloodborne,Junio,2016,"    178,004 horas","    31,046 horas","    5,777 streamers","    6,748 espectadores",NA,    247 espectadores,NA
72,The Witcher 3: Wild Hunt,Julio,2016,"    497,996 horas","    58,449 horas","    9,699 streamers","    5,271 espectadores",NA,    670 espectadores,    78 canales
87,Terraria,Julio,2016,"    372,927 horas","    30,261 horas","    6,128 streamers","    7,328 espectadores",NA,NA,    40 canales
111,Roblox,Julio,2016,"    308,759 horas","    44,717 horas","   14,676 streamers","   12,155 espectadores",NA,NA,    60 canales
144,Guild Wars 2,Julio,2016,"    235,348 horas","    19,672 horas","    2,245 streamers","    1,738 espectadores",NA,    316 espectadores,    26 canales
31,Street Fighter V,Agosto,2016,"  1,841,535 horas","    29,559 horas","    4,995 streamers","   22,511 espectadores",NA,"  2,478 espectadores",    39 canales
48,Dark Souls III,Agosto,2016,"    805,250 horas","    84,652 horas","   15,281 streamers","    7,977 espectadores",NA,"  1,083 espectadores",   113 canales
104,The Witcher 3: Wild Hunt,Agosto,2016,"    284,477 horas","    44,510 horas","    7,682 streamers","    9,325 espectadores",NA,NA,    59 canales
185,Terraria,Agosto,2016,"    122,038 horas","    22,941 horas","    4,542 streamers","    2,377 espectadores",NA,NA,    30 canales
37,Dark Souls III,Septiembre,2016,"  1,066,973 horas","    80,717 horas","   15,453 streamers","   10,488 espectadores",NA,"  1,483 espectadores",   112 canales
6,Overwatch,Octubre,2016," 14,653,679 horas","   620,097 horas","   95,883 streamers","  118,438 espectadores",NA," 19,722 espectadores",   834 canales
49,Stardew Valley,Octubre,2016,"    835,842 horas","    27,048 horas","    3,969 streamers","   12,154 espectadores",NA,"  1,124 espectadores",    36 canales
4,Counter-Strike: Global Offensive,Noviembre,2016," 32,928,974 horas","   574,651 horas","   77,914 streamers","  219,844 espectadores",NA," 45,798 espectadores",   799 canales
82,Summoners War: Sky Arena,Noviembre,2016,"    486,627 horas","    11,215 horas",      752 streamers,"    3,203 espectadores",NA,    676 espectadores,NA
145,Roblox,Noviembre,2016,"    161,354 horas","    26,648 horas","    7,258 streamers","    3,865 espectadores",NA,    224 espectadores,    37 canales
25,Street Fighter V,Diciembre,2016,"  3,104,248 horas","    34,130 horas","    1,117 streamers","  117,299 espectadores",NA,"  4,177 espectadores",    45 canales
50,Bloodborne,Diciembre,2016,"  1,126,020 horas","    38,491 horas","    1,431 streamers","   15,249 espectadores",NA,"  1,515 espectadores",    51 canales
100,Stardew Valley,Diciembre,2016,"    415,969 horas","    29,320 horas",      780 streamers,"    6,039 espectadores",NA,NA,    39 canales
114,Star Citizen,Diciembre,2016,"    342,175 horas","     9,839 horas",      261 streamers,"   15,878 espectadores",NA,    460 espectadores,    13 canales
131,Terraria,Diciembre,2016,"    275,798 horas","    23,155 horas","    1,090 streamers","   28,497 espectadores",NA,    371 espectadores,NA
40,Street Fighter V,Enero,2017,"  1,962,277 horas","    37,712 horas","    6,005 streamers",NA,NA,"  2,641 espectadores",    50 canales
57,The Witcher 3: Wild Hunt,Enero,2017,"  1,067,593 horas","    53,217 horas","    8,096 streamers","   21,902 espectadores",NA,"  1,436 espectadores",    71 canales
99,Roblox,Enero,2017,"    519,359 horas","    37,283 horas","   12,839 streamers","   17,560 espectadores",NA,    699 espectadores,NA
67,Summoners War: Sky Arena,Febrero,2017,"    725,167 horas","    15,055 horas",      971 streamers,"    8,989 espectadores",NA,"  1,080 espectadores",    22 canales
38,Super Smash Bros. Melee,Marzo,2017,"  1,857,015 horas","    12,693 horas","    1,862 streamers","   59,515 espectadores",NA,"  2,499 espectadores",    17 canales
60,The Witcher 3: Wild Hunt,Marzo,2017,"    914,969 horas","    43,990 horas","    5,966 streamers","   16,634 espectadores",NA,"  1,231 espectadores",NA
99,Age of Empires II,Marzo,2017,"    333,600 horas","     5,720 horas",      341 streamers,"    4,339 espectadores",NA,    448 espectadores,     7 canales
114,Stardew Valley,Marzo,2017,"    282,672 horas","    28,681 horas","    3,951 streamers","    3,297 espectadores",NA,    380 espectadores,    38 canales
161,Roblox,Marzo,2017,"    163,955 horas","    31,170 horas","    6,975 streamers","    5,081 espectadores",NA,    220 espectadores,    41 canales
5,Counter-Strike: Global Offensive,Abril,2017," 36,569,260 horas","   630,577 horas","   82,803 streamers","  417,435 espectadores",NA,NA,   877 canales
30,Street Fighter V,Abril,2017,"  2,556,358 horas","    30,513 horas","    3,898 streamers","   51,127 espectadores",NA,"  3,555 espectadores",    42 canales
63,Summoners War: Sky Arena,Abril,2017,"    696,139 horas","    15,839 horas",      959 streamers,"    3,594 espectadores",NA,NA,    22 canales
67,The Witcher 3: Wild Hunt,Abril,2017,"    644,879 horas","    38,659 horas","    5,066 streamers","   13,279 espectadores",NA,    896 espectadores,    53 canales
91,The Legend of Zelda: Ocarina of Time,Abril,2017,"    404,630 horas","     8,321 horas",      829 streamers,"    3,996 espectadores",NA,    562 espectadores,NA
5,Counter-Strike: Global Offensive,Mayo,2017," 23,364,660 horas","   614,559 horas","  101,064 streamers",NA,NA," 31,446 espectadores",   827 canales
101,The Witcher 3: Wild Hunt,Mayo,2017,"    412,377 horas","    42,984 horas","    7,358 streamers","    4,457 espectadores",NA,NA,    57 canales
174,Tekken 7,Mayo,2017,"    159,470 horas",       618 horas,      467 streamers,NA,NA,    214 espectadores,NA
85,The Legend of Zelda: Ocarina of Time,Junio,2017,"    471,269 horas","     9,954 horas",      955 streamers,"    5,245 espectadores",NA,    655 espectadores,    13 canales
158,Dofus,Junio,2017,"    180,612 horas","     7,869 horas",      758 streamers,"    2,133 espectadores",NA,    251 espectadores,    10 canales
30,Tekken 7,Julio,2017,"  2,421,950 horas","    43,615 horas","   11,528 streamers","  142,873 espectadores",NA,"  3,259 espectadores",    58 canales
7,Overwatch,Agosto,2017," 17,443,046 horas","   856,247 horas","  131,260 streamers","  116,664 espectadores",NA,NA," 1,152 canales"
141,The Legend of Zelda: Ocarina of Time,Agosto,2017,"    285,470 horas","    10,163 horas",      993 streamers,NA,NA,NA,NA
188,Dofus,Agosto,2017,"    169,109 horas","     8,171 horas",      728 streamers,"    6,901 espectadores",NA,    227 espectadores,    10 canales
35,Street Fighter V,Septiembre,2017,"  2,026,385 horas","    25,424 horas","    3,777 streamers","   34,506 espectadores",NA,NA,    35 canales
8,Fortnite,Octubre,2017," 16,155,246 horas","   982,236 horas","  162,863 streamers","   79,181 espectadores",NA," 21,743 espectadores"," 1,321 canales"
45,Super Smash Bros. Melee,Octubre,2017,"  1,601,739 horas","    13,750 horas","    2,240 streamers","   42,533 espectadores",NA,NA,    18 canales
44,Super Smash Bros. Melee,Noviembre,2017,"  1,557,066 horas","    13,734 horas","    2,155 streamers","   58,406 espectadores",NA,"  2,165 espectadores",    19 canales
117,Dofus,Noviembre,2017,"    389,404 horas","    12,131 horas","    1,076 streamers","   17,283 espectadores",NA,    541 espectadores,NA
7,Counter-Strike: Global Offensive,Diciembre,2017," 18,625,865 horas","   642,004 horas","  103,821 streamers","  229,676 espectadores",NA,NA,   864 canales
43,Dark Souls III,Diciembre,2017,"  1,861,196 horas","    80,142 horas","   14,195 streamers","   34,299 espectadores",NA,"  2,504 espectadores",   107 canales
147,Terraria,Diciembre,2017,"    252,459 horas","    25,334 horas","    4,980 streamers","    9,889 espectadores",NA,    339 espectadores,NA
177,Dofus,Diciembre,2017,"    200,239 horas","     8,169 horas",      816 streamers,"    3,621 espectadores",NA,    269 espectadores,    10 canales
53,Super Smash Bros. Melee,Enero,2018,"  1,305,840 horas","    13,676 horas","    2,386 streamers",NA,NA,"  1,757 espectadores",NA
60,The Legend of Zelda: Ocarina of Time,Enero,2018,"  1,030,911 horas","    10,510 horas","    1,132 streamers",NA,NA,"  1,387 espectadores",    14 canales
79,Age of Empires II,Enero,2018,"    741,622 horas","    14,365 horas","    1,795 streamers","   13,527 espectadores",NA,NA,    19 canales
91,Chess,Enero,2018,"    655,168 horas","     7,720 horas",      810 streamers,"   41,482 espectadores",NA,NA,    10 canales
173,Star Citizen,Enero,2018,"    257,720 horas","    14,217 horas","    1,709 streamers","    5,674 espectadores",NA,    346 espectadores,    19 canales
2,Fortnite,Febrero,2018," 65,693,934 horas"," 3,446,094 horas","  400,784 streamers","  261,996 espectadores",NA," 97,904 espectadores"," 5,135 canales"
71,Chess,Febrero,2018,"    727,140 horas","     9,034 horas",      803 streamers,"   21,551 espectadores",NA,"  1,083 espectadores",NA
101,The Legend of Zelda: Ocarina of Time,Febrero,2018,"    476,270 horas","    10,534 horas","    1,073 streamers","   19,568 espectadores",NA,    709 espectadores,    15 canales
193,iRacing,Febrero,2018,"    169,046 horas","    15,044 horas","    1,291 streamers",NA,NA,    251 espectadores,NA
5,Overwatch,Marzo,2018," 32,053,648 horas","   991,752 horas","  135,198 streamers","  239,954 espectadores",NA," 43,140 espectadores"," 1,334 canales"
9,Sea of Thieves,Marzo,2018," 15,566,926 horas","   543,198 horas","   66,327 streamers","  255,998 espectadores",NA," 20,951 espectadores",   731 canales
50,Tekken 7,Marzo,2018,"  1,499,822 horas","    30,760 horas","    6,254 streamers","   45,219 espectadores",NA,"  2,018 espectadores",    41 canales
70,Chess,Marzo,2018,"    962,858 horas","    11,333 horas",      882 streamers,"   15,126 espectadores",NA,"  1,295 espectadores",    15 canales
82,Age of Empires II,Marzo,2018,"    737,687 horas","    13,770 horas","    1,705 streamers","    8,032 espectadores",NA,    992 espectadores,    18 canales
7,Overwatch,Abril,2018," 31,997,018 horas","   929,152 horas","  130,461 streamers","  191,674 espectadores",NA," 44,502 espectadores",NA
49,VRChat,Abril,2018,"  1,395,348 horas","    64,482 horas","    5,249 streamers","    8,590 espectadores",NA,"  1,940 espectadores",    89 canales
113,Guild Wars 2,Abril,2018,"    467,455 horas","    36,015 horas","    3,622 streamers","    5,747 espectadores",NA,    650 espectadores,    50 canales
93,Bloodborne,Mayo,2018,"    651,655 horas","    44,549 horas","    7,981 streamers","    7,025 espectadores",NA,    877 espectadores,    59 canales
81,Super Smash Bros. Melee,Junio,2018,"    874,518 horas","    13,814 horas","    2,481 streamers","  124,689 espectadores",NA,"  1,216 espectadores",    19 canales
90,Stardew Valley,Junio,2018,"    786,398 horas","    67,662 horas","   11,626 streamers","   12,698 espectadores",NA,"  1,093 espectadores",    94 canales
107,Guild Wars 2,Junio,2018,"    624,014 horas","    42,821 horas","    4,591 streamers","    5,057 espectadores",NA,    867 espectadores,    59 canales
8,Overwatch,Julio,2018," 25,211,255 horas","   971,524 horas","  131,507 streamers","  344,591 espectadores",NA," 33,931 espectadores"," 1,307 canales"
51,Terraria,Julio,2018,"  1,714,658 horas","    42,414 horas","    7,006 streamers","   13,457 espectadores",NA,"  2,307 espectadores",    57 canales
57,The Witcher 3: Wild Hunt,Julio,2018,"  1,329,088 horas","    64,174 horas","    9,476 streamers","   21,378 espectadores",NA,"  1,788 espectadores",    86 canales
61,Sea of Thieves,Julio,2018,"  1,241,101 horas","    78,247 horas","    9,419 streamers","   48,586 espectadores",NA,"  1,670 espectadores",   105 canales
127,Star Citizen,Julio,2018,"    539,417 horas","    13,891 horas","    1,575 streamers","   18,740 espectadores",NA,    725 espectadores,    18 canales
1,Fortnite,Agosto,2018,"131,436,549 horas"," 8,166,820 horas","  974,227 streamers",NA,NA,"176,899 espectadores","10,991 canales"
8,Overwatch,Agosto,2018," 23,090,495 horas","   983,482 horas","  137,844 streamers",NA,NA," 31,077 espectadores"," 1,323 canales"
44,Tekken 7,Agosto,2018,"  2,177,499 horas","    37,265 horas","    7,845 streamers","  178,753 espectadores",NA,"  2,930 espectadores",    50 canales
70,Sea of Thieves,Agosto,2018,"  1,107,117 horas","    85,720 horas","   11,118 streamers","   28,368 espectadores",NA,"  1,490 espectadores",   115 canales
95,Age of Empires II,Agosto,2018,"    750,558 horas","    13,004 horas","    1,601 streamers","   18,771 espectadores",NA,"  1,010 espectadores",    17 canales
80,The Witcher 3: Wild Hunt,Septiembre,2018,"    765,194 horas","    48,716 horas","    7,904 streamers",NA,NA,"  1,064 espectadores",    67 canales
135,Super Smash Bros. Melee,Septiembre,2018,"    421,686 horas","    15,093 horas","    2,295 streamers",NA,NA,    586 espectadores,    20 canales
153,Stardew Valley,Septiembre,2018,"    363,909 horas","    41,653 horas","    7,386 streamers","    2,983 espectadores",NA,    506 espectadores,    57 canales
49,Tekken 7,Octubre,2018,"  1,699,175 horas","    40,716 horas","    7,604 streamers","   30,235 espectadores",NA,NA,    54 canales
84,Dark Souls III,Octubre,2018,"    917,108 horas","    60,455 horas","   10,002 streamers","   81,245 espectadores",NA,"  1,234 espectadores",    81 canales
102,Sea of Thieves,Octubre,2018,"    706,585 horas","    55,500 horas","    7,810 streamers",NA,NA,    950 espectadores,    74 canales
1,Fortnite,Noviembre,2018,"107,793,716 horas"," 6,629,217 horas","  800,661 streamers","1,077,180 espectadores",NA,NA," 9,220 canales"
6,Counter-Strike: Global Offensive,Noviembre,2018," 26,556,456 horas","   709,424 horas","  110,383 streamers","  308,216 espectadores",NA," 36,935 espectadores",NA
89,Star Citizen,Noviembre,2018,"    891,476 horas","    32,537 horas","    3,647 streamers",NA,NA,"  1,239 espectadores",    45 canales
130,Guild Wars 2,Noviembre,2018,"    455,665 horas","    30,312 horas","    2,876 streamers",NA,NA,    633 espectadores,    42 canales
189,Terraria,Noviembre,2018,"    246,231 horas","    27,249 horas","    5,043 streamers","   12,153 espectadores",NA,    342 espectadores,    37 canales
7,Counter-Strike: Global Offensive,Diciembre,2018," 25,568,114 horas","   874,586 horas","  150,135 streamers","  273,822 espectadores",NA," 34,411 espectadores"," 1,177 canales"
41,Street Fighter V,Diciembre,2018,"  3,055,765 horas","    40,305 horas","    5,176 streamers","   94,636 espectadores",NA,"  4,112 espectadores",    54 canales
66,Star Citizen,Diciembre,2018,"  1,489,312 horas","    34,845 horas","    3,616 streamers","   50,710 espectadores",NA,"  2,004 espectadores",    46 canales
100,VRChat,Diciembre,2018,"    722,398 horas","    49,925 horas","    5,474 streamers","    4,034 espectadores",NA,    972 espectadores,    67 canales
151,Roblox,Diciembre,2018,"    440,397 horas","    68,870 horas","   17,916 streamers","   14,733 espectadores",NA,    592 espectadores,    92 canales
167,iRacing,Diciembre,2018,"    370,245 horas","    21,577 horas","    1,971 streamers","    6,547 espectadores",NA,    498 espectadores,NA
102,The Witcher 3: Wild Hunt,Enero,2019,"    805,149 horas","    52,413 horas","    7,831 streamers","   29,429 espectadores",NA,"  1,083 espectadores",    70 canales
6,Counter-Strike: Global Offensive,Febrero,2019," 47,256,109 horas","   744,851 horas","  120,461 streamers",NA,NA," 70,426 espectadores"," 1,110 canales"
7,Overwatch,Febrero,2019," 23,707,822 horas","   717,365 horas","  102,530 streamers","  289,347 espectadores",NA," 35,332 espectadores"," 1,069 canales"
91,VRChat,Febrero,2019,"    799,524 horas","    51,035 horas","    5,532 streamers","    7,763 espectadores",NA,"  1,191 espectadores",    76 canales
8,Overwatch,Marzo,2019," 26,607,780 horas","   803,629 horas","  104,627 streamers","  259,090 espectadores",NA," 35,811 espectadores"," 1,081 canales"
33,Destiny 2,Marzo,2019,"  3,825,077 horas","   333,963 horas","   33,785 streamers","   33,877 espectadores",NA,"  5,148 espectadores",   449 canales
93,Bloodborne,Marzo,2019,"    835,141 horas","    44,508 horas","    7,132 streamers","   12,768 espectadores",NA,"  1,124 espectadores",NA
96,Summoners War: Sky Arena,Marzo,2019,"    745,168 horas","    17,181 horas","    1,069 streamers","    5,218 espectadores",NA,"  1,002 espectadores",NA
97,Age of Empires II,Marzo,2019,"    742,377 horas","    16,021 horas","    1,976 streamers","    8,566 espectadores",NA,NA,    21 canales
79,Tekken 7,Abril,2019,"  1,046,841 horas","    38,912 horas","    6,574 streamers","   23,203 espectadores",NA,"  1,455 espectadores",    54 canales
141,Bloodborne,Abril,2019,"    459,728 horas","    35,919 horas","    6,272 streamers","   14,414 espectadores",NA,    639 espectadores,    49 canales
146,iRacing,Abril,2019,"    430,885 horas","    29,712 horas","    2,472 streamers","    8,558 espectadores",NA,    599 espectadores,    41 canales
33,Destiny 2,Mayo,2019,"  4,104,665 horas","   300,600 horas","   31,304 streamers","   29,091 espectadores",NA,"  5,524 espectadores",   404 canales
62,Tekken 7,Mayo,2019,"  1,641,031 horas","    39,250 horas","    6,625 streamers","   55,676 espectadores",NA,"  2,208 espectadores",    52 canales
81,Dark Souls III,Mayo,2019,"  1,028,560 horas","    74,361 horas","   11,009 streamers","    7,540 espectadores",NA,"  1,384 espectadores",   100 canales
109,Age of Empires II,Mayo,2019,"    667,714 horas","    14,408 horas","    1,746 streamers","    6,297 espectadores",NA,    898 espectadores,    19 canales
182,Dofus,Mayo,2019,"    338,468 horas","    12,666 horas","    1,116 streamers","    2,938 espectadores",NA,    455 espectadores,    17 canales
8,Counter-Strike: Global Offensive,Junio,2019," 30,260,300 horas","   842,383 horas","  130,888 streamers","  348,529 espectadores",NA," 42,086 espectadores"," 1,171 canales"
52,Super Smash Bros. Melee,Junio,2019,"  2,106,088 horas","    12,101 horas","    1,980 streamers",NA,NA,"  2,929 espectadores",    16 canales
109,The Legend of Zelda: Ocarina of Time,Junio,2019,"    708,326 horas","    27,044 horas","    2,257 streamers","  158,726 espectadores",NA,    985 espectadores,    37 canales
