"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/28 5:40:08 p. m. GMT-5","2","Masculino","70","1.60","21","Ingeniería, Tecnología y Construcción.","4","5","5.3","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","1","Muy bajo","Regular","6","0","2","0","0","0","3","1.2","Otros motivos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Bastante","Regular","Frecuentemente"
"2026/04/28 5:46:48 p. m. GMT-5","2","Femenino","63","1.65","18","Ciencias Exactas y Ambientales.","3","6","7.5","18","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","3","3","Bajo","Mala","5","1","0","0","0","4","3","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","0","A veces","Bastante","Bastante","A veces"
"2026/04/28 5:48:32 p. m. GMT-5","2","Femenino","54","1.57","18","Ingeniería, Tecnología y Construcción.","1","5","1.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","6","0","Bajo","Regular","7","0","2","0","0","1","3","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","50","A veces","Muy poco","Regular","A veces"
"2026/04/28 5:55:37 p. m. GMT-5","2","Masculino","62","1.66","27","Ingeniería, Tecnología y Construcción.","3","5","1","10","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","1","Bajo","Regular","7","8","0","0","0","0","3","1.5","Jugar videojuegos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Regular","No","1","A veces","Regular","Bastante","A veces"
"2026/04/28 5:57:29 p. m. GMT-5","2","Masculino","85","1.80","24","Ingeniería, Tecnología y Construcción.","4","5","3 ","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","5","Regular","Mala","7","0","2","2","1","1","1","3","Jugar videojuegos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","200","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/28 5:58:06 p. m. GMT-5","5","Femenino","60","1.62","20","Ingeniería, Tecnología y Construcción.","6","7","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","1","Bajo","Regular","8","0","3","0","0","2","3","1.5","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","30","A veces","Regular","Regular","A veces"
"2026/04/28 5:58:44 p. m. GMT-5","2","Masculino","80","1.74","18","Ingeniería, Tecnología y Construcción.","3","5","5.5","3.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","4","Regular","Buena","5","4","3","2","1","2","1","3.5","Jugar videojuegos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","40","A veces","Regular","Regular","Frecuentemente"
"2026/04/28 6:01:35 p. m. GMT-5","2","Masculino","58","1.60","19","Ingeniería, Tecnología y Construcción.","5","4","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Bajo","Mala","6","0","3","1","1","0","4","2.5","Otros motivos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","5","A veces","Bastante","Regular","A veces"
"2026/04/28 6:10:07 p. m. GMT-5","8","Masculino","68","1.76","19","Ingeniería, Tecnología y Construcción.","7","6","4","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Bajo","Buena","8","1","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/28 6:13:50 p. m. GMT-5","2","Masculino","70","1.65","19","Ingeniería, Tecnología y Construcción.","4","6","2","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","2","Bajo","Mala","6","1","1","0","0","0","2","1","Jugar videojuegos","Salud general y recomendación médica.","Mixta.","Regular","Sí","0","Rara vez","Regular","Regular","A veces"
"2026/04/28 6:30:40 p. m. GMT-5","2","Masculino","76","1.75","18","Ingeniería, Tecnología y Construcción.","3","6","6","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","4","Alto","Mala","6","3","2","1","1","1","3","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","0","A veces","Bastante","Regular","Frecuentemente"
"2026/04/28 6:31:20 p. m. GMT-5","2","Masculino","45","1.61","18","Ciencias de la Salud.","1","7","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","1","2","Bajo","Mala","4","5","3","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","800","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/28 6:33:04 p. m. GMT-5","2","Femenino","56","1.65","18","Ingeniería, Tecnología y Construcción.","3","5","5","8","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","1","5","Regular","Mala","5","4","3","7","2","4","3","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","15","Rara vez","Regular","Bastante","A veces"
"2026/04/28 6:34:23 p. m. GMT-5","8","Masculino","75","1.69","18","Ingeniería, Tecnología y Construcción.","3","5","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Bajo","Regular","6","1","2","0","0","0","3","1.2","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","30","Frecuentemente","Bastante","Poco","A veces"
"2026/04/28 6:35:17 p. m. GMT-5","8","Masculino","80","1.60","18","Ingeniería, Tecnología y Construcción.","3","6","1.6","15","Omnívora: Consume alimentos de origen animal y vegetal.","3","6","0","1","Regular","Mala","5","0","2","0","0","0","2","4","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Mala","No","50","Rara vez","Regular","Regular","A veces"
"2026/04/28 6:47:21 p. m. GMT-5","2","Masculino","56","1.65","21","Ingeniería, Tecnología y Construcción.","8","5","3","8","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","4","Regular","Mala","6","0","3","1","2","2","4","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Regular","Bastante","Rara vez"
"2026/04/28 7:15:46 p. m. GMT-5","1","Masculino","80","1.68","21","Ciencias Exactas y Ambientales.","1","3","1","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","0","Bajo","Regular","5","0","3","1","1","1","3","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Mala","No","10","A veces","Regular","Bastante","Rara vez"
"2026/04/28 7:25:37 p. m. GMT-5","2","Masculino","67","1.65","20","Ingeniería, Tecnología y Construcción.","4","6","6","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","4","Regular","Regular","6","1","3","0","0","4","4","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","180","Rara vez","Regular","Regular","A veces"
"2026/04/28 7:46:44 p. m. GMT-5","5","Femenino","48","1.50","17","Administración, Negocios y Contabilidad.","1","6","1.5","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","7","1","Bajo","Regular","6","0","4","0","0","0","1","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Muy buena","No","10","A veces","Bastante","Bastante","Siempre"
"2026/04/28 7:55:39 p. m. GMT-5","2","Masculino","76.8","1.75","19","Ingeniería, Tecnología y Construcción.","3","6","14","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","7","Alto","Regular","7","0","3","5","3","3","3","1.5","Jugar videojuegos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","Siempre","Regular","Bastante","Frecuentemente"
"2026/04/28 7:56:02 p. m. GMT-5","1","Masculino","90","1.78","19","Ingeniería, Tecnología y Construcción.","5","4","8","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","01","0","6","Alto","Buena","8","0","3","0","0","0","2","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","400","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/28 8:04:13 p. m. GMT-5","2","Masculino","80","1.73","18","Ingeniería, Tecnología y Construcción.","1","5","4","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","5","Regular","Buena","8","0","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","10","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/28 8:09:23 p. m. GMT-5","2","Masculino","52","1.78","19","Ingeniería, Tecnología y Construcción.","4","4","2.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","0","Bajo","Mala","4","0","3","1","1","2","3","2","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","50","A veces","Regular","Bastante","Rara vez"
"2026/04/28 8:25:47 p. m. GMT-5","2","Masculino","74","1.77","19","Ingeniería, Tecnología y Construcción.","4","5","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","0","Muy bajo","Mala","5","0","3","0","0","0","0","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","No realizo actividad física.","Mala","No","80","Nunca","Regular","Bastante","Rara vez"
"2026/04/28 8:36:51 p. m. GMT-5","2","Femenino","47","1.72","18","Ciencias de la Salud.","3","3","14","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","4","Regular","Mala","4","7","3","0","0","0","3","1","Otros motivos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","20","Frecuentemente","Regular","Bastante","A veces"
"2026/04/28 9:02:45 p. m. GMT-5","2","Masculino","56","1.63","18","Ingeniería, Tecnología y Construcción.","3","7","4","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","1","2","Regular","Mala","4","0","1","0","0","3","3","2","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","20","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/28 9:35:17 p. m. GMT-5","3","Femenino","80","1.63","21","Ciencias de la Salud.","9","3","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Muy bajo","Muy mala","3","0","1","0","0","0","4","1","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","No realizo actividad física.","Regular","No","0","Rara vez","Regular","Bastante","Rara vez"
"2026/04/28 9:38:42 p. m. GMT-5","2","Femenino","50","1.57","19","Ingeniería, Tecnología y Construcción.","4","5","2","15","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","3","0","2","Bajo","Mala","6","0","3","0","0","3","4","3.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Regular","No","75","A veces","Poco","Regular","A veces"
"2026/04/28 9:43:54 p. m. GMT-5","3","Femenino","76","1.70","20","Ciencias de la Salud.","9","3","1.5","1.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","7","Regular","Regular","6","0","3","0","0","0","3","1.5","Ir de compras","Reducción de estrés y ansiedad","Mixta.","Regular","No","100.","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/28 9:44:13 p. m. GMT-5","3","Masculino","89","1.88","22","Administración, Negocios y Contabilidad.","10","5","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","7","Muy alto","Regular","5","0","3","0","0","2","4","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","50","Frecuentemente","Bastante","Regular","A veces"
"2026/04/28 9:51:40 p. m. GMT-5","3","Masculino","60","1.55","21","Ingeniería, Tecnología y Construcción.","6","5","1","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","0","Bajo","Regular","6","4","3","1","1","2","3","2","Jugar videojuegos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","20","Frecuentemente","Regular","Regular","A veces"
"2026/04/28 9:54:05 p. m. GMT-5","5","Masculino","65","1.65","20","Ingeniería, Tecnología y Construcción.","7","6","1","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","0","Muy bajo","Buena","7","0","3","0","0","0","3","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Regular","No","10","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/28 9:54:16 p. m. GMT-5","5","Femenino","49","1.58","18","Ingeniería, Tecnología y Construcción.","3","5","5","15","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","4","4","Regular","Buena","6","0","2","0","0","2","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","400","A veces","Bastante","Poco","Frecuentemente"
"2026/04/28 9:55:16 p. m. GMT-5","5","Femenino","76","1.70","21","Humanidades, Artes y Educación.","5","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","4","5","Muy bajo","Regular","5","1","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","250","A veces","Bastante","Bastante","A veces"
"2026/04/28 9:55:56 p. m. GMT-5","5","Masculino","70","1.78","18","Ingeniería, Tecnología y Construcción.","3","5","5","1","Omnívora: Consume alimentos de origen animal y vegetal.","5","5","1","3","Alto","Regular","6","0","3","0","0","0","3","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","600","Frecuentemente","Bastante","Regular","A veces"
"2026/04/28 9:56:03 p. m. GMT-5","5","Femenino","65.4","1.58","21","Humanidades, Artes y Educación.","4","5","2.5","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","3","2","Bajo","Mala","5","0","2","0","0","0","3","2.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","0","Rara vez","Regular","Bastante","A veces"
"2026/04/28 9:56:03 p. m. GMT-5","5","Femenino","75","1.68","19","Humanidades, Artes y Educación.","1","5","4","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","4","Regular","Regular","8","0","2","0","0","2","4","1.5","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Mixta.","Regular","No","100","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/28 9:57:21 p. m. GMT-5","5","Masculino","87","1.79","21","Ingeniería, Tecnología y Construcción.","9","5","1.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","7","Regular","Regular","6","0","3","0","0","1","3","1.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","30","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/28 9:59:13 p. m. GMT-5","5","Femenino","73","1.6","18","Ingeniería, Tecnología y Construcción.","3","5","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","1","Bajo","Mala","6","0","2","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","20","A veces","Regular","Regular","A veces"
"2026/04/28 10:00:11 p. m. GMT-5","5","Femenino","75","1.50","21","Administración, Negocios y Contabilidad.","7","6","1.5","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","5","0","Bajo","Regular","5","0","2","0","0","2","4","10","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","50","Frecuentemente","Regular","Bastante","A veces"
"2026/04/28 10:01:42 p. m. GMT-5","3","Masculino","110 ","1.8","21","Ingeniería, Tecnología y Construcción.","5","6","4","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","3","1","Bajo","Mala","4","1","2","0","0","2","3","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","300","Rara vez","Poco","Regular","Rara vez"
"2026/04/28 10:02:45 p. m. GMT-5","5","Femenino","80","1.72","21","Administración, Negocios y Contabilidad.","8","10","10.5","10.5","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","2","2","6","6","Regular","Regular","8","2","1","0","0","0","2","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Regular","Sí","60","A veces","Bastante","Bastante","A veces"
"2026/04/28 10:07:34 p. m. GMT-5","3","Masculino","78","1.68","23","Ingeniería, Tecnología y Construcción.","7","4","1","9","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","0","Muy bajo","Muy mala","6","14","3","2","3","3","1","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","60","Rara vez","Regular","Regular","A veces"
"2026/04/28 10:07:41 p. m. GMT-5","5","Femenino","60","1.60","20","Ingeniería, Tecnología y Construcción.","5","5","2","4","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","1","0","Muy bajo","Muy buena","6","2","0","0","0","0","3","3","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/04/28 10:12:09 p. m. GMT-5","5","Femenino","46","1.55","20","Ingeniería, Tecnología y Construcción.","6","5","3","4","Omnívora: Consume alimentos de origen animal y vegetal.","5","1","4","2","Bajo","Regular","6","3","3","1","2","2","3","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","60","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/28 10:14:14 p. m. GMT-5","5","Femenino","58","1.60","18","Ciencias Sociales y Derecho.","3","5","8","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","4","Alto","Buena","7","2","3","0","0","3","3","2","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","50","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/28 10:20:06 p. m. GMT-5","5","Femenino","52","1.61","22","Ingeniería, Tecnología y Construcción.","8","7","1","7","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","3","1","Bajo","Regular","7","0","1","0","0","0","2","1","Ir de compras","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","100","A veces","Bastante","Bastante","A veces"
"2026/04/28 10:24:32 p. m. GMT-5","5","Masculino","72","1.64","24","Ingeniería, Tecnología y Construcción.","5","4","7 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","1","3","Regular","Regular","7","1","3","0","0","0","2","2","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","200","A veces","Regular","Regular","Frecuentemente"
"2026/04/28 10:27:30 p. m. GMT-5","3","Masculino","60","1.68","23","Ciencias de la Salud.","2","6","1.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","2","Regular","Regular","5","0","3","0","0","0","3","1.5","Jugar videojuegos","Reducción de estrés y ansiedad","Mixta.","Regular","No","100","Frecuentemente","Regular","Regular","Rara vez"
"2026/04/28 10:28:18 p. m. GMT-5","5","Femenino","62","1.70","21","Administración, Negocios y Contabilidad.","10","6","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","4","3","Regular","Muy buena","9","4","3","0","0","0","2","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","150","A veces","Poco","Poco","A veces"
"2026/04/28 10:30:17 p. m. GMT-5","5","Masculino","64","1.66","24","Ingeniería, Tecnología y Construcción.","10","4","1","0","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","0","Muy bajo","Regular","6","1","3","1","1","1","2","1.5","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Buena","No","50","A veces","Bastante","Bastante","Siempre"
"2026/04/28 10:40:58 p. m. GMT-5","5","Femenino","68","1.70","19","Administración, Negocios y Contabilidad.","10","4","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","1","Bajo","Buena","8","0","3","0","0","1","0","2","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","10","A veces","Regular","Bastante","Siempre"
"2026/04/28 10:51:33 p. m. GMT-5","5","Masculino","56","1.66","20","Ingeniería, Tecnología y Construcción.","7","5","10","1","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","1","0","4","Bajo","Muy mala","9","0","2","2","1","3","1","1","Dormir más horas que lo habitual","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","No","300","Frecuentemente","Regular","","Frecuentemente"
"2026/04/28 10:52:25 p. m. GMT-5","5","Masculino","78","1.79","18","Ingeniería, Tecnología y Construcción.","2","4","10","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","7","Bajo","Muy buena","9","0","3","0","0","0","1","1.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","0","A veces","Regular","Regular","Frecuentemente"
"2026/04/28 11:37:25 p. m. GMT-5","5","Masculino","87","1.73","27","Ingeniería, Tecnología y Construcción.","3","4","4","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","1  ","2","4","Regular","Regular","4","3","1","3","1","3","3","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","500","Frecuentemente","Poco","Regular","A veces"
"2026/04/29 12:18:41 a. m. GMT-5","2","Masculino","69","1.69","27","Ingeniería, Tecnología y Construcción.","3","5","4","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","5","0","2","Bajo","Muy mala","3","1","1","1","2","1","4","2","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","50","A veces","Poco","Regular","A veces"
"2026/04/29 6:44:07 a. m. GMT-5","3","Masculino","75","1.77","21","Ingeniería, Tecnología y Construcción.","6","4","2","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","4","3","Regular","Buena","6","0","3","2","1","2","2","1","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","30","Frecuentemente","Bastante","Bastante","Siempre"
"2026/04/29 10:01:20 a. m. GMT-5","8","Masculino","115","1.78","19","Administración, Negocios y Contabilidad.","5","6","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","2","Regular","Muy buena","10","2","3","0","1","0","4","3","Jugar videojuegos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Buena","No","0","A veces","Regular","Nunca","Frecuentemente"
"2026/04/29 10:02:19 a. m. GMT-5","8","Masculino","59","1.65","21","Administración, Negocios y Contabilidad.","9","5","6","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","4","Alto","Buena","8","1","4","0","0","0","3","3","Dormir más horas que lo habitual","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","Sí","390","Siempre","Bastante","Bastante","Frecuentemente"
"2026/04/29 10:04:20 a. m. GMT-5","8","Masculino","62","1.64","28","Ingeniería, Tecnología y Construcción.","10","1","4","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","4","Regular","Buena","7","4","3","0","0","1","3","1.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","15","Frecuentemente","Bastante","Regular","A veces"
"2026/04/29 10:07:18 a. m. GMT-5","8","Femenino","37.5","1.51","19","Ingeniería, Tecnología y Construcción.","3","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","0","Bajo","Mala","6.5","3","3","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","0","A veces","Bastante","Regular","Frecuentemente"
"2026/04/29 10:10:06 a. m. GMT-5","8","Masculino","58","1.66","19","Ingeniería, Tecnología y Construcción.","5","6","1.5","6","Vegetariana: Excluye carne y pescado.","1","2","4","6","Alto","Regular","2","3","1","2","2","2","2","1.5","Jugar videojuegos","Salud general y recomendación médica.","Deportes colectivos (futbol, basket, vóley).","Mala","No","3","A veces","Poco","Poco","A veces"
"2026/04/29 10:33:38 a. m. GMT-5","8","Femenino","50","0","40","Humanidades, Artes y Educación.","1","10","24","0","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","20","20","0","7","Muy bajo","Muy mala","12","20","4","7","me compro todo tambo ","4","4","10","Otros motivos","Salud general y recomendación médica.","No realizo actividad física.","Muy mala","Sí","2000","Nunca","Nunca","Nunca","Nunca"
