Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
52,Retro,Marzo,2024,"  5,339,031 horas","   198,236 horas","   11,911 streamers","   30,933 espectadores","  1,178 canales","  7,185 espectadores",   266 canales
31,Music,Agosto,2024,"  9,089,368 horas","   465,111 horas","   42,163 streamers","   59,554 espectadores","  1,178 canales"," 12,233 espectadores",   625 canales
10,World of Warcraft,Febrero,2016,"  6,330,745 horas","   289,330 horas","   28,060 streamers","   29,872 espectadores","  1,179 canales","  9,108 espectadores",   416 canales
29,Tom Clancy's Rainbow Six Siege,Mayo,2022,"  8,798,017 horas","   483,441 horas","   97,032 streamers","  108,780 espectadores","  1,179 canales"," 11,841 espectadores",   650 canales
7,World of Warcraft,Enero,2016,"  8,771,452 horas","   342,978 horas","   33,375 streamers","   46,130 espectadores","  1,180 canales",NA,   461 canales
5,Hearthstone,Diciembre,2018," 31,137,256 horas","   189,076 horas","   25,679 streamers","  205,322 espectadores","  1,181 canales"," 41,907 espectadores",   254 canales
26,Rust,Julio,2023," 11,839,834 horas","   328,731 horas","   36,553 streamers",NA,"  1,184 canales"," 15,935 espectadores",   442 canales
10,Grand Theft Auto V,Diciembre,2017," 10,773,689 horas","   368,062 horas","   61,016 streamers",NA,"  1,189 canales"," 14,500 espectadores",NA
11,Grand Theft Auto V,Febrero,2019," 12,816,268 horas","   356,112 horas","   46,978 streamers","   76,912 espectadores","  1,189 canales"," 19,100 espectadores",   530 canales
20,Dead by Daylight,Diciembre,2019," 10,210,545 horas","   477,824 horas","   46,360 streamers","   42,933 espectadores","  1,189 canales"," 13,742 espectadores",   643 canales
14,Tom Clancy's Rainbow Six Siege,Diciembre,2017,"  5,837,519 horas","   456,948 horas","   79,757 streamers","   64,807 espectadores","  1,196 canales","  7,856 espectadores",NA
12,Rust,Junio,2022," 33,274,213 horas","   284,112 horas","   33,161 streamers","  250,342 espectadores","  1,200 canales"," 46,278 espectadores",   395 canales
32,Rocket League,Mayo,2020,"  6,958,942 horas","   535,445 horas","   87,250 streamers","   92,615 espectadores","  1,202 canales","  9,366 espectadores",   720 canales
5,Dota 2,Mayo,2018," 39,064,436 horas","   427,341 horas","   33,916 streamers","  363,879 espectadores","  1,210 canales"," 52,576 espectadores",   575 canales
10,Grand Theft Auto V,Agosto,2018," 15,273,574 horas","   460,256 horas","   70,607 streamers","   60,680 espectadores","  1,214 canales"," 20,556 espectadores",   619 canales
9,Minecraft,Mayo,2016,"  6,848,639 horas","   407,008 horas","   77,629 streamers","   41,069 espectadores","  1,215 canales","  9,217 espectadores",   547 canales
7,Dota 2,Octubre,2019," 30,033,003 horas","   449,514 horas","   31,508 streamers",NA,"  1,218 canales"," 40,421 espectadores",   604 canales
17,Dead by Daylight,Enero,2020," 10,223,157 horas","   525,684 horas","   50,373 streamers","   30,565 espectadores","  1,219 canales"," 13,759 espectadores",NA
21,Minecraft,Abril,2019,"  6,147,358 horas","   429,837 horas","   70,852 streamers","   36,014 espectadores","  1,222 canales","  8,549 espectadores",   597 canales
34,Rust,Junio,2021,"  7,557,859 horas","   317,127 horas","   26,294 streamers","   73,289 espectadores","  1,226 canales"," 10,511 espectadores",NA
3,Dota 2,Marzo,2017," 38,381,634 horas","   333,056 horas","   24,240 streamers","  325,165 espectadores","  1,228 canales"," 51,657 espectadores",   448 canales
18,Rust,Enero,2024," 16,149,101 horas","   313,196 horas","   34,626 streamers","  125,524 espectadores","  1,229 canales"," 21,734 espectadores",   421 canales
10,Dota 2,Agosto,2020," 38,252,005 horas","   554,956 horas","   26,864 streamers","  170,474 espectadores","  1,247 canales"," 51,483 espectadores",   746 canales
58,Rocket League,Julio,2024,"  4,107,934 horas","   553,249 horas","  156,153 streamers",NA,"  1,255 canales","  5,528 espectadores",   744 canales
5,Dota 2,Mayo,2019," 46,710,399 horas","   490,819 horas","   37,723 streamers","  402,168 espectadores","  1,257 canales"," 62,867 espectadores",   660 canales
21,Rust,Mayo,2021," 16,960,026 horas","   357,485 horas","   29,675 streamers","  169,083 espectadores","  1,259 canales"," 22,826 espectadores",   481 canales
70,Games + Demos,Junio,2022,"  3,095,319 horas","   400,885 horas","  177,222 streamers","   59,785 espectadores","  1,263 canales","  4,305 espectadores",   557 canales
35,Rust,Agosto,2021,"  8,198,469 horas","   314,468 horas","   25,073 streamers","   48,474 espectadores","  1,264 canales",NA,   423 canales
5,Dota 2,Noviembre,2019," 34,770,932 horas","   428,219 horas","   30,472 streamers","  243,245 espectadores","  1,267 canales",NA,   595 canales
7,Dota 2,Septiembre,2019," 25,854,637 horas","   449,103 horas","   34,090 streamers","  126,517 espectadores","  1,269 canales"," 35,959 espectadores",NA
6,Dota 2,Septiembre,2018," 29,712,186 horas","   431,392 horas","   34,706 streamers","  161,988 espectadores","  1,271 canales"," 41,324 espectadores",NA
24,Music,Junio,2024," 12,652,177 horas","   563,555 horas","   43,690 streamers",NA,"  1,275 canales"," 17,596 espectadores",   783 canales
74,Games + Demos,Marzo,2024,"  2,842,859 horas","   344,876 horas","   98,448 streamers","   82,630 espectadores","  1,281 canales",NA,   464 canales
32,Tom Clancy's Rainbow Six Siege,Agosto,2022,"  9,095,497 horas","   521,622 horas","  110,786 streamers",NA,"  1,282 canales"," 12,241 espectadores",   702 canales
27,Music,Julio,2024," 12,384,404 horas","   546,080 horas","   43,372 streamers","   68,318 espectadores","  1,288 canales"," 16,668 espectadores",   734 canales
46,DayZ,Marzo,2024,"  6,162,322 horas","   221,581 horas","   25,723 streamers",NA,"  1,290 canales","  8,293 espectadores",   298 canales
12,Tom Clancy's Rainbow Six Siege,Septiembre,2017,"  5,989,945 horas","   396,763 horas","   69,176 streamers","   45,911 espectadores","  1,293 canales","  8,330 espectadores",   551 canales
18,Path of Exile,Septiembre,2018,"  8,513,998 horas","   219,377 horas","   12,925 streamers","   49,860 espectadores","  1,297 canales"," 11,841 espectadores",   305 canales
46,Rocket League,Noviembre,2023,"  4,610,972 horas","   508,266 horas","  146,243 streamers","   56,562 espectadores","  1,298 canales","  6,413 espectadores",NA
53,Rocket League,Agosto,2024,"  4,600,371 horas","   552,004 horas","  158,006 streamers","   66,385 espectadores","  1,298 canales","  6,191 espectadores",   742 canales
36,Tom Clancy's Rainbow Six Siege,Septiembre,2022,"  7,139,812 horas","   485,703 horas","  100,700 streamers",NA,"  1,299 canales","  9,930 espectadores",   675 canales
19,Dead by Daylight,Noviembre,2018,"  8,792,539 horas","   394,680 horas","   42,862 streamers","   49,502 espectadores","  1,300 canales"," 12,228 espectadores",   548 canales
9,Dota 2,Julio,2020," 35,906,928 horas","   571,211 horas","   27,565 streamers","  193,157 espectadores","  1,301 canales"," 48,326 espectadores",   768 canales
37,Rocket League,Junio,2024,"  7,098,036 horas","   533,386 horas","  147,936 streamers","  276,765 espectadores","  1,301 canales","  9,872 espectadores",   741 canales
12,Tom Clancy's Rainbow Six Siege,Mayo,2018,"  9,413,483 horas","   553,945 horas","   99,068 streamers","  181,907 espectadores","  1,310 canales"," 12,669 espectadores",   745 canales
4,Dota 2,Diciembre,2018," 32,966,244 horas","   465,590 horas","   37,524 streamers","  255,770 espectadores","  1,310 canales"," 44,369 espectadores",   626 canales
30,Tom Clancy's Rainbow Six Siege,Octubre,2021,"  9,926,370 horas","   553,131 horas","   66,372 streamers",NA,"  1,312 canales"," 13,359 espectadores",   744 canales
5,Dota 2,Octubre,2018," 35,260,281 horas","   451,820 horas","   34,965 streamers","  211,365 espectadores","  1,313 canales"," 47,456 espectadores",   608 canales
24,Rocket League,Septiembre,2024," 10,845,869 horas","   531,856 horas","  145,845 streamers",NA,"  1,317 canales"," 15,084 espectadores",   739 canales
8,Grand Theft Auto V,Junio,2017," 13,928,987 horas","   381,643 horas","   74,434 streamers","   76,057 espectadores","  1,320 canales"," 19,372 espectadores",   530 canales
27,Rocket League,Abril,2020,"  8,220,061 horas","   525,512 horas","   87,995 streamers","  141,539 espectadores","  1,322 canales"," 11,432 espectadores",   730 canales
60,Games + Demos,Febrero,2024,"  3,754,068 horas","   471,156 horas","  121,873 streamers","   94,540 espectadores","  1,325 canales",NA,   677 canales
18,Dead by Daylight,Junio,2019,"  8,651,417 horas","   455,335 horas","   49,326 streamers","   36,335 espectadores","  1,329 canales"," 12,032 espectadores",   633 canales
7,Dota 2,Abril,2019," 29,498,775 horas","   450,484 horas","   36,752 streamers","  146,659 espectadores","  1,330 canales"," 41,027 espectadores",   626 canales
4,Dota 2,Noviembre,2018," 44,638,253 horas","   451,289 horas","   36,356 streamers","  353,055 espectadores","  1,331 canales"," 62,083 espectadores",   627 canales
17,Tom Clancy's Rainbow Six Siege,Febrero,2022," 22,674,463 horas","   536,368 horas","  114,093 streamers","  267,799 espectadores","  1,336 canales"," 33,792 espectadores",   799 canales
25,Rocket League,Octubre,2022," 11,746,701 horas","   588,704 horas","  142,478 streamers",NA,"  1,344 canales",NA,   792 canales
35,Warframe,Agosto,2020,"  6,219,274 horas","   198,143 horas","   14,877 streamers","  433,443 espectadores","  1,352 canales","  8,370 espectadores",   266 canales
21,Rust,Febrero,2022," 17,650,440 horas","   300,431 horas","   36,486 streamers",NA,"  1,352 canales"," 26,304 espectadores",   447 canales
13,Dota 2,Marzo,2022," 34,738,690 horas","   568,148 horas","   43,660 streamers",NA,"  1,355 canales"," 46,754 espectadores",   764 canales
15,Dead by Daylight,Octubre,2018," 11,927,346 horas","   494,061 horas","   53,653 streamers","   79,461 espectadores","  1,360 canales"," 16,052 espectadores",   664 canales
8,Dota 2,Mayo,2022," 48,939,002 horas","   586,231 horas","   44,246 streamers","  449,377 espectadores","  1,361 canales"," 65,866 espectadores",   789 canales
18,Tom Clancy's Rainbow Six Siege,Enero,2018,"  5,483,250 horas","   546,065 horas","   91,977 streamers","   50,325 espectadores","  1,372 canales","  7,379 espectadores",   734 canales
12,Tom Clancy's Rainbow Six Siege,Abril,2018,"  8,041,028 horas","   547,067 horas","   93,235 streamers","   45,756 espectadores","  1,372 canales"," 11,183 espectadores",NA
37,Tom Clancy's Rainbow Six Siege,Enero,2022,"  7,236,746 horas","   619,214 horas","  138,029 streamers","   52,329 espectadores","  1,377 canales","  9,739 espectadores",   833 canales
27,Tom Clancy's Rainbow Six Siege,Abril,2022,"  9,981,861 horas","   562,385 horas","  111,213 streamers","   65,613 espectadores","  1,380 canales"," 13,882 espectadores",   782 canales
5,Dota 2,Abril,2018," 40,141,922 horas","   401,310 horas","   32,117 streamers","  310,168 espectadores","  1,386 canales"," 55,830 espectadores",   558 canales
29,Rust,Abril,2021," 12,773,408 horas","   295,481 horas","   23,343 streamers",NA,"  1,390 canales"," 17,765 espectadores",   410 canales
8,Minecraft,Abril,2016,"  7,605,339 horas","   416,176 horas","   72,014 streamers","   61,290 espectadores","  1,398 canales"," 10,577 espectadores",   578 canales
9,Dota 2,Septiembre,2020," 38,107,678 horas","   551,165 horas","   26,860 streamers","  269,456 espectadores","  1,402 canales"," 53,000 espectadores",NA
22,Music,Mayo,2024," 13,422,866 horas","   621,030 horas","   45,601 streamers","   59,113 espectadores","  1,402 canales"," 18,065 espectadores",   835 canales
24,Music,Marzo,2020," 10,049,112 horas","   409,115 horas","   29,752 streamers","  137,303 espectadores","  1,404 canales"," 13,525 espectadores",   550 canales
51,Rocket League,Octubre,2023,"  5,602,838 horas","   574,801 horas","  152,822 streamers",NA,"  1,407 canales","  7,540 espectadores",NA
13,Tom Clancy's Rainbow Six Siege,Febrero,2017,"  6,485,229 horas","   457,121 horas","   79,301 streamers","   78,882 espectadores","  1,409 canales","  9,665 espectadores",   681 canales
35,Rocket League,Mayo,2024,"  8,567,524 horas","   558,872 horas","  144,749 streamers","  166,775 espectadores","  1,413 canales"," 11,530 espectadores",   752 canales
9,Dota 2,Abril,2022," 37,597,240 horas","   554,415 horas","   41,780 streamers","  155,770 espectadores","  1,414 canales"," 52,291 espectadores",   771 canales
42,Rocket League,Abril,2024,"  5,870,394 horas","   589,244 horas","  155,064 streamers","  116,501 espectadores","  1,416 canales","  8,164 espectadores",   819 canales
68,Games + Demos,Octubre,2021,"  3,143,304 horas","   403,390 horas","   56,832 streamers","   82,554 espectadores","  1,417 canales",NA,   542 canales
7,Minecraft,Marzo,2016," 10,030,905 horas","   448,411 horas","   78,524 streamers","   90,527 espectadores","  1,438 canales",NA,   603 canales
37,Tom Clancy's Rainbow Six Siege,Junio,2022,"  7,638,507 horas","   522,080 horas","  105,044 streamers","   51,048 espectadores","  1,438 canales"," 10,623 espectadores",NA
15,Grand Theft Auto V,Junio,2016,"  4,359,684 horas","   429,032 horas","   89,270 streamers","   54,948 espectadores","  1,440 canales","  6,063 espectadores",   596 canales
32,Rocket League,Noviembre,2022,"  7,530,271 horas","   540,029 horas","  138,440 streamers","  122,215 espectadores","  1,440 canales"," 10,473 espectadores",   751 canales
6,Minecraft,Febrero,2016,"  8,965,231 horas","   440,549 horas","   77,621 streamers","   68,098 espectadores","  1,441 canales"," 12,899 espectadores",   633 canales
24,Rocket League,Mayo,2022," 12,684,532 horas","   601,730 horas","  141,529 streamers","  126,322 espectadores","  1,442 canales"," 17,072 espectadores",NA
6,Dota 2,Marzo,2019," 50,333,147 horas","   563,468 horas","   47,351 streamers","  357,971 espectadores","  1,456 canales"," 67,743 espectadores",   758 canales
20,Dead by Daylight,Marzo,2020," 11,911,331 horas","   596,711 horas","   55,228 streamers","   50,220 espectadores","  1,458 canales"," 16,031 espectadores",NA
16,Music,Julio,2020," 18,734,242 horas","   634,923 horas","   36,181 streamers","  123,955 espectadores","  1,461 canales"," 25,214 espectadores",   854 canales
4,Dota 2,Enero,2019," 46,512,393 horas","   546,394 horas","   42,722 streamers","  444,825 espectadores","  1,462 canales",NA,   735 canales
11,Tom Clancy's Rainbow Six Siege,Julio,2018," 13,106,837 horas","   675,463 horas","  113,149 streamers","   64,425 espectadores","  1,463 canales"," 17,640 espectadores",NA
4,Dota 2,Marzo,2018," 40,110,394 horas","   421,360 horas","   34,579 streamers","  397,940 espectadores","  1,473 canales",NA,   567 canales
84,Games + Demos,Septiembre,2021,"  2,451,705 horas","   399,798 horas","   57,567 streamers","   33,270 espectadores","  1,476 canales","  3,409 espectadores",   556 canales
79,Games + Demos,Enero,2024,"  2,915,544 horas","   448,852 horas","  114,723 streamers","   77,713 espectadores","  1,477 canales","  3,924 espectadores",   604 canales
24,Music,Abril,2024," 13,091,601 horas","   617,576 horas","   46,508 streamers","   78,450 espectadores","  1,478 canales"," 18,208 espectadores",   858 canales
25,Music,Febrero,2024," 12,746,055 horas","   608,949 horas","   49,920 streamers","   55,107 espectadores","  1,487 canales",NA,   876 canales
11,Path of Exile,Diciembre,2017,"  8,885,012 horas","   195,555 horas","   12,779 streamers","   46,710 espectadores","  1,490 canales"," 11,958 espectadores",   263 canales
14,Dead by Daylight,Septiembre,2018," 11,648,175 horas","   522,183 horas","   62,578 streamers","   59,528 espectadores","  1,490 canales"," 16,200 espectadores",   726 canales
7,Dota 2,Marzo,2020," 41,849,138 horas","   544,228 horas","   35,212 streamers","  164,524 espectadores","  1,490 canales"," 56,324 espectadores",   732 canales
9,Dota 2,Junio,2020," 41,177,114 horas","   569,147 horas","   27,354 streamers","  212,444 espectadores","  1,490 canales"," 57,269 espectadores",   791 canales
13,Dota 2,Diciembre,2020," 42,881,664 horas","   631,156 horas","   30,337 streamers","  243,589 espectadores","  1,506 canales"," 57,714 espectadores",   849 canales
16,Music,Agosto,2020," 21,495,258 horas","   651,423 horas","   35,380 streamers",NA,"  1,509 canales"," 28,930 espectadores",   876 canales
7,Dota 2,Agosto,2022," 56,810,142 horas","   651,161 horas","   49,178 streamers",NA,"  1,514 canales"," 76,460 espectadores",   876 canales
22,Rocket League,Marzo,2020," 10,498,059 horas","   422,375 horas","   83,660 streamers","  189,258 espectadores","  1,518 canales"," 14,129 espectadores",   568 canales
9,Path of Exile,Agosto,2017,"  9,993,986 horas","   243,592 horas","   19,258 streamers",NA,"  1,522 canales"," 13,450 espectadores",   327 canales
9,World of Warcraft,Abril,2017,"  9,155,878 horas","   436,828 horas","   32,234 streamers","   39,841 espectadores","  1,524 canales"," 12,734 espectadores",   607 canales
35,Rust,Marzo,2024,"  8,647,700 horas","   262,610 horas","   29,749 streamers","  113,015 espectadores","  1,536 canales"," 11,638 espectadores",   353 canales
3,Hearthstone,Diciembre,2017," 42,788,719 horas","   275,070 horas","   35,232 streamers","  201,846 espectadores","  1,538 canales"," 57,589 espectadores",   370 canales
38,Tom Clancy's Rainbow Six Siege,Noviembre,2021,"  8,893,528 horas","   487,259 horas","   59,928 streamers","  100,813 espectadores","  1,539 canales"," 12,369 espectadores",   677 canales
20,Tom Clancy's Rainbow Six Siege,Noviembre,2018,"  8,692,358 horas","   566,368 horas","   98,353 streamers","  164,174 espectadores","  1,542 canales"," 12,089 espectadores",   787 canales
8,Dota 2,Junio,2021," 62,316,260 horas","   653,133 horas","   31,893 streamers","  375,582 espectadores","  1,544 canales"," 86,670 espectadores",   908 canales
7,Dota 2,Enero,2023," 43,317,513 horas","   628,986 horas","   51,212 streamers","  238,148 espectadores","  1,544 canales"," 58,300 espectadores",NA
24,Tom Clancy's Rainbow Six Siege,Agosto,2021," 12,148,236 horas","   675,741 horas","   82,532 streamers","  131,162 espectadores","  1,548 canales"," 16,350 espectadores",   909 canales
13,Dota 2,Diciembre,2022," 30,478,967 horas","   585,331 horas","   47,284 streamers","  146,152 espectadores","  1,550 canales"," 41,021 espectadores",   787 canales
10,World of Warcraft,Mayo,2017,"  8,179,253 horas","   425,025 horas","   37,316 streamers","   30,738 espectadores","  1,551 canales"," 11,008 espectadores",   572 canales
23,Tom Clancy's Rainbow Six Siege,Julio,2021," 15,066,933 horas","   726,801 horas","   91,421 streamers","   75,729 espectadores","  1,556 canales"," 20,278 espectadores",   978 canales
19,Grand Theft Auto V,Julio,2016,"  4,371,420 horas","   444,433 horas","  105,674 streamers","   47,054 espectadores","  1,557 canales","  5,883 espectadores",   598 canales
16,Music,Septiembre,2020," 19,453,307 horas","   678,578 horas","   32,892 streamers","  125,133 espectadores","  1,560 canales"," 27,056 espectadores",NA
10,World of Warcraft,Agosto,2017,"  9,335,595 horas","   451,582 horas","   38,208 streamers","   51,350 espectadores","  1,565 canales"," 12,564 espectadores",   607 canales
10,Grand Theft Auto V,Julio,2018," 16,164,631 horas","   450,846 horas","   68,131 streamers","   67,222 espectadores","  1,572 canales"," 21,755 espectadores",   606 canales
5,Hearthstone,Abril,2019," 34,381,371 horas","   195,599 horas","   25,124 streamers","  278,075 espectadores","  1,572 canales",NA,   272 canales
12,Dota 2,Octubre,2020," 33,523,506 horas","   599,493 horas","   28,700 streamers","  155,576 espectadores","  1,573 canales",NA,   806 canales
79,Games + Demos,Mayo,2021,"  2,969,421 horas","   457,339 horas","   62,584 streamers","   36,290 espectadores","  1,574 canales",NA,   615 canales
13,Minecraft,Junio,2019," 17,073,543 horas","   679,219 horas","  110,794 streamers","  209,184 espectadores","  1,577 canales"," 23,746 espectadores",   944 canales
14,World of Warcraft,Julio,2024," 19,721,270 horas","   492,216 horas","   33,543 streamers","  105,398 espectadores","  1,583 canales"," 26,542 espectadores",   662 canales
20,Music,Septiembre,2022," 16,719,336 horas","   709,458 horas","   64,899 streamers","  148,147 espectadores","  1,585 canales",NA,NA
20,Music,Octubre,2022," 15,425,720 horas","   731,373 horas","   63,554 streamers","  115,010 espectadores","  1,585 canales",NA,   984 canales
36,Tom Clancy's Rainbow Six Siege,Diciembre,2021,"  7,688,187 horas","   567,817 horas","   69,242 streamers","   54,163 espectadores","  1,586 canales"," 10,347 espectadores",NA
3,Grand Theft Auto V,Marzo,2019," 61,516,480 horas","   535,486 horas","   66,347 streamers","  304,053 espectadores","  1,593 canales"," 82,794 espectadores",   720 canales
10,Dota 2,Marzo,2021," 39,978,562 horas","   659,629 horas","   31,292 streamers","  230,592 espectadores","  1,597 canales"," 53,806 espectadores",   887 canales
5,Dota 2,Febrero,2019," 50,259,236 horas","   528,057 horas","   43,882 streamers","  272,771 espectadores","  1,601 canales"," 74,901 espectadores",NA
37,Rocket League,Septiembre,2022,"  6,580,510 horas","   597,566 horas","  140,886 streamers","   46,233 espectadores","  1,603 canales","  9,152 espectadores",   831 canales
97,Warframe,Diciembre,2021,"  2,035,272 horas","   175,320 horas","   13,809 streamers","   34,248 espectadores","  1,605 canales","  2,739 espectadores",NA
31,Rocket League,Abril,2022,"  8,933,193 horas","   657,966 horas","  157,361 streamers",NA,"  1,605 canales",NA,   915 canales
9,World of Warcraft,Marzo,2017,"  9,118,258 horas","   456,697 horas","   31,735 streamers","   29,497 espectadores","  1,606 canales"," 12,272 espectadores",   614 canales
20,Dead by Daylight,Septiembre,2019,"  8,840,404 horas","   487,915 horas","   49,968 streamers","   50,535 espectadores","  1,606 canales",NA,   678 canales
22,Tom Clancy's Rainbow Six Siege,Noviembre,2019,"  8,832,329 horas","   628,954 horas","   98,687 streamers","   80,020 espectadores","  1,608 canales"," 12,284 espectadores",   874 canales
20,Music,Noviembre,2022," 16,228,236 horas","   681,416 horas","   56,948 streamers","   84,882 espectadores","  1,611 canales",NA,   947 canales
37,Path of Exile,Agosto,2018,"  2,920,852 horas","    84,838 horas","    7,826 streamers","   66,801 espectadores","  1,616 canales","  3,931 espectadores",   114 canales
51,Rocket League,Septiembre,2023,"  5,642,007 horas","   638,751 horas","  173,565 streamers","   48,507 espectadores","  1,626 canales","  7,847 espectadores",NA
23,Music,Diciembre,2023," 15,032,441 horas","   665,925 horas","   51,395 streamers","   84,260 espectadores","  1,626 canales"," 20,232 espectadores",   896 canales
21,Music,Enero,2024," 14,035,364 horas","   618,578 horas","   52,295 streamers","   68,236 espectadores","  1,629 canales"," 18,890 espectadores",   832 canales
21,Rocket League,Agosto,2023," 15,913,036 horas","   747,365 horas","  205,839 streamers","  408,512 espectadores","  1,638 canales"," 21,417 espectadores"," 1,005 canales"
17,Music,Julio,2022," 20,736,207 horas","   775,490 horas","   74,377 streamers","   87,160 espectadores","  1,650 canales",NA," 1,043 canales"
6,Grand Theft Auto V,Noviembre,2019," 33,148,853 horas","   567,027 horas","   60,014 streamers","  213,843 espectadores","  1,653 canales"," 46,104 espectadores",   788 canales
10,Dota 2,Abril,2021," 49,785,357 horas","   666,178 horas","   32,754 streamers","  372,593 espectadores","  1,658 canales"," 69,242 espectadores",   926 canales
19,Tom Clancy's Rainbow Six Siege,Octubre,2018,"  6,835,277 horas","   620,043 horas","  105,165 streamers","   46,967 espectadores","  1,676 canales","  9,199 espectadores",   834 canales
9,World of Warcraft,Septiembre,2017," 11,502,481 horas","   465,017 horas","   38,641 streamers","   66,513 espectadores","  1,677 canales"," 15,997 espectadores",   646 canales
7,World of Warcraft,Diciembre,2016," 12,099,784 horas","   455,806 horas","   14,620 streamers","   52,035 espectadores","  1,678 canales"," 16,285 espectadores",   613 canales
18,Dead by Daylight,Octubre,2019,"  9,307,698 horas","   474,289 horas","   48,078 streamers","   46,873 espectadores","  1,678 canales"," 12,527 espectadores",   638 canales
6,Dota 2,Julio,2023," 56,612,129 horas","   690,083 horas","   52,343 streamers","  491,483 espectadores","  1,678 canales"," 76,193 espectadores",   928 canales
12,World of Warcraft,Junio,2018," 12,006,116 horas","   503,814 horas","   45,116 streamers","  138,109 espectadores","  1,687 canales"," 16,698 espectadores",NA
39,Tom Clancy's Rainbow Six Siege,Enero,2023,"  6,140,298 horas","   705,057 horas","  153,739 streamers",NA,"  1,694 canales","  8,264 espectadores",   948 canales
23,Music,Octubre,2023," 13,339,955 horas","   746,422 horas","   49,293 streamers","   66,463 espectadores","  1,694 canales"," 17,954 espectadores"," 1,004 canales"
29,Rocket League,Julio,2023," 10,479,144 horas","   769,882 horas","  218,372 streamers","  292,169 espectadores","  1,698 canales"," 14,103 espectadores"," 1,036 canales"
7,Dota 2,Marzo,2023," 49,367,928 horas","   646,613 horas","   52,513 streamers","  400,531 espectadores","  1,711 canales"," 66,444 espectadores",   870 canales
22,Rocket League,Enero,2022," 14,265,020 horas","   775,245 horas","  201,627 streamers",NA,"  1,715 canales"," 19,199 espectadores"," 1,043 canales"
23,Music,Febrero,2023," 13,041,501 horas","   669,130 horas","   54,103 streamers","  100,884 espectadores","  1,721 canales"," 19,435 espectadores",NA
11,Dota 2,Febrero,2021," 38,907,873 horas","   614,150 horas","   29,522 streamers","  218,653 espectadores","  1,725 canales",NA,   915 canales
28,Rocket League,Junio,2023,"  9,814,793 horas","   705,071 horas","  199,079 streamers","  111,728 espectadores","  1,727 canales"," 13,650 espectadores",NA
4,Grand Theft Auto V,Junio,2019," 59,832,423 horas","   700,622 horas","   77,788 streamers","  176,008 espectadores","  1,734 canales"," 83,216 espectadores",   974 canales
21,Rocket League,Octubre,2021," 14,322,020 horas","   720,940 horas","  113,324 streamers","  131,916 espectadores","  1,747 canales"," 19,275 espectadores",   970 canales
30,Rocket League,Febrero,2024," 10,975,540 horas","   628,666 horas","  165,679 streamers","  337,680 espectadores","  1,748 canales"," 15,792 espectadores",   904 canales
25,Rocket League,Marzo,2022," 11,942,926 horas","   672,823 horas","  160,871 streamers","  241,879 espectadores","  1,762 canales"," 16,073 espectadores",   905 canales
22,Tom Clancy's Rainbow Six Siege,Septiembre,2021," 14,175,292 horas","   654,994 horas","   80,001 streamers","   68,568 espectadores","  1,763 canales"," 19,715 espectadores",   910 canales
26,Rocket League,Mayo,2023," 11,517,596 horas","   715,883 horas","  188,181 streamers",NA,"  1,768 canales"," 15,501 espectadores",   963 canales
17,Music,Mayo,2022," 18,571,833 horas","   828,094 horas","   72,559 streamers","   79,658 espectadores","  1,769 canales"," 24,995 espectadores"," 1,114 canales"
5,Grand Theft Auto V,Octubre,2019," 36,887,640 horas","   595,432 horas","   58,109 streamers","  136,460 espectadores","  1,775 canales"," 49,646 espectadores",   801 canales
20,Tom Clancy's Rainbow Six Siege,Octubre,2019,"  8,272,667 horas","   710,604 horas","  103,164 streamers","   47,273 espectadores","  1,785 canales"," 11,134 espectadores",   956 canales
12,Dota 2,Septiembre,2021," 34,807,412 horas","   682,811 horas","   33,889 streamers","  161,687 espectadores","  1,785 canales"," 48,410 espectadores",   949 canales
18,Music,Enero,2023," 18,896,923 horas","   743,395 horas","   57,239 streamers",NA,"  1,789 canales"," 25,433 espectadores"," 1,000 canales"
23,Dead by Daylight,Abril,2020," 12,971,551 horas","   673,816 horas","   55,513 streamers","   68,689 espectadores","  1,790 canales",NA,NA
15,Tom Clancy's Rainbow Six Siege,Abril,2019,"  8,271,980 horas","   729,483 horas","  122,071 streamers","   48,981 espectadores","  1,791 canales",NA," 1,014 canales"
29,Rocket League,Junio,2022,"  9,832,468 horas","   588,238 horas","  144,989 streamers",NA,"  1,794 canales"," 13,675 espectadores",   818 canales
15,Minecraft,Noviembre,2019," 15,763,839 horas","   617,092 horas","   99,507 streamers","  136,705 espectadores","  1,797 canales"," 21,924 espectadores",   858 canales
18,Rust,Marzo,2021," 20,138,055 horas","   375,331 horas","   29,571 streamers","  254,303 espectadores","  1,804 canales"," 27,103 espectadores",   505 canales
3,Grand Theft Auto V,Mayo,2019," 74,723,749 horas","   739,013 horas","   79,099 streamers","  184,274 espectadores","  1,806 canales",NA,   994 canales
16,Music,Junio,2020," 18,131,542 horas","   635,011 horas","   38,285 streamers","  173,802 espectadores","  1,806 canales",NA,   883 canales
18,Music,Diciembre,2022," 18,930,742 horas","   732,766 horas","   54,920 streamers","   90,881 espectadores","  1,807 canales"," 25,478 espectadores",   986 canales
11,Dota 2,Febrero,2022," 36,600,076 horas","   646,018 horas","   53,299 streamers","  185,278 espectadores","  1,808 canales"," 54,545 espectadores",   962 canales
