"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/05/20 7:52:04 p.m. GMT-5","3","Femenino","43","1.34","22","Ciencias Sociales y Derecho.","6","10","12","14","Crudista: Consiste en consumir alimentos crudos o cocinados a bajas temperaturas, generalmente orgánicos.","3","3","3","3","Regular","Mala","3","3","3","4","3","3","3","3","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Muy buena","No","","Rara vez","Poco","Poco","Frecuentemente"
"2026/05/20 7:57:40 p.m. GMT-5","3","Masculino","55","1.61","22","Ingeniería, Tecnología y Construcción.","5","4","1","12","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","0","Muy bajo","Muy mala","3","0","0","0","0","0","2","9","Jugar videojuegos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","Siempre","Muy poco","Muy poco","A veces"
"2026/05/20 10:28:53 p.m. GMT-5","3","Femenino","51","1.58","21","Ciencias de la Salud.","1","5","2","6","Vegetariana: Excluye carne y pescado.","3","4","5","4","Alto","Regular","7","0","3","3","2","2","4","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","300","Frecuentemente","Bastante","Regular","A veces"
"2026/05/20 11:08:21 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","1","Muy bajo","Mala","7","0","3","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/05/20 11:08:26 p.m. GMT-5","4","Femenino","75","1.63","23","Administración, Negocios y Contabilidad.","9","5","2.5","6.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","5","4","Alto","Regular","6","1","2","1","1","3","3","2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","200","A veces","Bastante","Poco","Frecuentemente"
"2026/05/20 11:19:14 p.m. GMT-5","4","Masculino","80","1.70","21","Ingeniería, Tecnología y Construcción.","8","4","10","4","Omnívora: Consume alimentos de origen animal y vegetal.","6","3","6","7","Muy alto","Buena","7","0","3","3","2","3","2","3","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Mixta.","Muy buena","No","300","Siempre","Bastante","Bastante","Siempre"
"2026/05/20 11:19:29 p.m. GMT-5","4","Masculino","70","1.68","22","Ciencias de la Salud.","9","10","7.5  ","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","5","5","Alto","Mala","5","1","2","1","1","3","3","3","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","200","A veces","Bastante","Bastante","A veces"
"2026/05/20 11:22:20 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","3","2","Muy bajo","Regular","7","0","3","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","A veces","Regular","Bastante","Frecuentemente"
"2026/05/20 11:24:27 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","2","Muy bajo","Regular","7","0","3","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/20 11:26:30 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","2","Muy bajo","Buena","7","0","3","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Bastante","Bastante","A veces"
"2026/05/20 11:28:41 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","2","Muy bajo","Buena","7","0","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","0","Frecuentemente","Regular","Regular","A veces"
"2026/05/20 11:30:19 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","3","1","Muy bajo","Buena","7","0","2","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Bastante","Poco","Siempre"
"2026/05/20 11:31:54 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","1","Muy bajo","Buena","7","0","2","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Muy poco","Bastante","Frecuentemente"
"2026/05/20 11:33:27 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","1","Muy bajo","Buena","7","0","3","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Muy poco","Poco","Frecuentemente"
"2026/05/20 11:35:04 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","1","Muy bajo","Regular","6","0","1","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","0","Siempre","Regular","Poco","Rara vez"
"2026/05/20 11:36:31 p.m. GMT-5","4","Masculino","60","1.70","17","Ingeniería, Tecnología y Construcción.","1","5","5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","3","1","Muy bajo","Buena","7","0","4","0","0","0","2","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Bastante","Bastante","Siempre"
"2026/05/20 11:40:55 p.m. GMT-5","4","Femenino","65","1.55","20","Ciencias Exactas y Ambientales.","7","4","8","5","Omnívora: Consume alimentos de origen animal y vegetal.","5","2","4","5","Alto","Muy buena","9","0","4","2","1","2","4","2","Ir de compras","Recreación y socialización con amigos.","Mixta.","Muy buena","No","200","Frecuentemente","Bastante","Bastante","Siempre"
"2026/05/20 11:44:04 p.m. GMT-5","1","Masculino","68","1.71","20","Ingeniería, Tecnología y Construcción.","4","5","8","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","4","Alto","Buena","7","1","3","0","0","1","2","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","110","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/20 11:46:43 p.m. GMT-5","3","Masculino","52","1.55","18","Ciencias Sociales y Derecho.","2","5","1.5","4","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","6","0","Muy bajo","Muy buena","10","1","1","1","1","1","0","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","400","Rara vez","Poco","Bastante","A veces"
"2026/05/20 11:46:44 p.m. GMT-5","1","Femenino","52","1.60","21","Administración, Negocios y Contabilidad.","5","4","3","3.5","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","3","1","5","3","Regular","Regular","7.4","0","3","0","0","0","3","2.2","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","Sí","45","Frecuentemente","Bastante","Bastante","Siempre"
"2026/05/20 11:48:37 p.m. GMT-5","1","Masculino","92","1.76","23","Ingeniería, Tecnología y Construcción.","8","5","4.5","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","3","Regular","Regular","6.5","2","2","0","0","2","2","2","Dormir más horas que lo habitual","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","Sí","140","A veces","Bastante","Regular","Frecuentemente"
"2026/05/20 11:50:46 p.m. GMT-5","1","Femenino","58","1.65","22","Administración, Negocios y Contabilidad.","6","4","2","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","1","2","Bajo","Regular","6.5","4","2","1","1","3","2","1.5","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Regular","No","55","A veces","Bastante","Bastante","A veces"
"2026/05/20 11:53:27 p.m. GMT-5","1","Masculino","73","1.75","20","Ingeniería, Tecnología y Construcción.","4","5","3.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","1","Bajo","Buena","7","4","3","1","1","2","2","1.8","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","90","Frecuentemente","Bastante","Regular","Frecuentemente"
"2026/05/20 11:55:25 p.m. GMT-5","1","Masculino","70","1.73","21","Ciencias Sociales y Derecho.","5","5","6","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","3","Alto","Muy buena","7.5","1","3","0","0","1","2","2.5","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","180","Siempre","Bastante","Bastante","Siempre"
"2026/05/20 11:57:12 p.m. GMT-5","1","Femenino","50","1.62","19","Ciencias de la Salud.","3","6","7.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","4","4","Alto","Buena","7","2","3","0","0","1","2","2","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Buena","No","140","Siempre","Bastante","Bastante","Frecuentemente"
"2026/05/20 11:58:57 p.m. GMT-5","1","Masculino","79","1.74","22","Ingeniería, Tecnología y Construcción.","6","5","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","2","5","0","0","Muy bajo","Regular","6.5","3","1","2","1","3","2","1","Jugar videojuegos","Salud general y recomendación médica.","No realizo actividad física.","Regular","No","0","Rara vez","Poco","Bastante","Rara vez"
"2026/05/21 12:01:10 a.m. GMT-5","1","Femenino","61","1.68","21","Administración, Negocios y Contabilidad.","5","4","5.5","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","5","Alto","Regular","7.5","4","3","0","0","1","1","2.3","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","No","95","Frecuentemente","Bastante","Regular","Siempre"
"2026/05/21 12:05:18 a.m. GMT-5","1","Masculino","65","1.70","20","Ingeniería, Tecnología y Construcción.","4","6","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","2","4","1","1","Bajo","Mala","5.5","1","1","3","1","4","4","1.1","Jugar videojuegos","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","40","Rara vez","Bastante","Bastante","A veces"
"2026/05/21 12:07:05 a.m. GMT-5","1","Femenino","56","1.64","19","Ciencias Exactas y Ambientales.","2","5","9","3.5","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","4","5","Muy alto","Muy buena","8","1","4","0","0","1","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","240","Siempre","Bastante","Bastante","Siempre"
"2026/05/21 12:08:56 a.m. GMT-5","1","Masculino","72","1.75","22","Administración, Negocios y Contabilidad.","6","5","5","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","4","Alto","Buena","7","0","3","0","0","0","1","3.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Mixta.","Buena","No","150","Siempre","","Bastante","Frecuentemente"
"2026/05/21 12:10:50 a.m. GMT-5","1","Masculino","69","1.72","21","Administración, Negocios y Contabilidad.","5","5","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","1","3","Regular","Buena","6.5","2","2","1","1","2","3","1.8","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","No","180","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/21 12:12:42 a.m. GMT-5","1","Femenino","53","1.61","20","Humanidades, Artes y Educación.","5","4","1","6","Omnívora: Consume alimentos de origen animal y vegetal.","2","4","0","1","Muy bajo","Mala","4","1","1","4","2","4","4","4","Ir de compras","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Mala","No","15","Rara vez","Bastante","Bastante","A veces"
"2026/05/21 12:14:34 a.m. GMT-5","1","Masculino","76","1.78","19","Ingeniería, Tecnología y Construcción.","2","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","4","0","1","Bajo","Mala","5","2","0","3","1","3","2","1.2","Jugar videojuegos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","20","Rara vez","Regular","Bastante","A veces"
"2026/05/21 12:32:38 a.m. GMT-5","4","Masculino","75","1.70","22","Ciencias Exactas y Ambientales.","7","7","2.5","18","Omnívora: Consume alimentos de origen animal y vegetal.","5","3","6","3","Alto","Regular","7","5","3","2","1","2","3","2.5","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","25","Frecuentemente","Bastante","Poco","Frecuentemente"
"2026/05/21 12:37:07 a.m. GMT-5","4","Masculino","77","1.76","27","Ingeniería, Tecnología y Construcción.","7","7","3","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","1","3","Bajo","Mala","5","9","3","0","0","1","1","2.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","10","A veces","Bastante","Bastante","Frecuentemente"
"2026/05/21 12:41:32 a.m. GMT-5","1","Femenino","52","1.63","21","Administración, Negocios y Contabilidad.","4","4","4","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","4","Regular","Buena","7.5","1","3","0","0","0","1","2.5","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Buena","No","120","Siempre","Bastante","Bastante","Frecuentemente"
"2026/05/21 12:41:39 a.m. GMT-5","4","Masculino","75","1.78","23","Ingeniería, Tecnología y Construcción.","8","6","3","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","5","5","3","Regular","Regular","6","3","3","0","0","0","3","10","Realizar actividad física","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Muy buena","No","100","Frecuentemente","Bastante","Regular","Frecuentemente"
"2026/05/21 12:43:29 a.m. GMT-5","1","Masculino","71","1.74","22","Ciencias Exactas y Ambientales.","6","5","3","1.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","2","2","Bajo","Buena","7","5","2","1","1","2","2","1.6","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","60","Frecuentemente","Bastante","Regular","Frecuentemente"
"2026/05/21 12:45:12 a.m. GMT-5","1","Masculino","89","1.79","21","Ciencias Sociales y Derecho.","4","5","2","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","2","Bajo","Regular","6.5","2","3","0","0","1","3","2","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Mixta.","Regular","Sí","40","A veces","Bastante","Bastante","A veces"
"2026/05/21 12:47:11 a.m. GMT-5","1","Femenino","59","1.62","20","Ciencias Sociales y Derecho.","3","5","1","2.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","2","1","Bajo","Regular","6","0","2","0","0","1","3","1.4","Jugar videojuegos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","30","A veces","Bastante","Bastante","A veces"
"2026/05/21 12:48:58 a.m. GMT-5","1","Masculino","66","1.71","23","Ingeniería, Tecnología y Construcción.","7","4","9.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","5","5","Muy alto","Muy buena","8","1","4","0","0","1","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Muy buena","No","260","Siempre","Bastante","Bastante","Siempre"
"2026/05/21 12:53:55 a.m. GMT-5","4","Femenino","80","1.58","22","Ingeniería, Tecnología y Construcción.","8","4","1.5","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","1","Muy bajo","Regular","6","0","2","1","1","1","4","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Buena","No","300","A veces","Regular","Bastante","Frecuentemente"
"2026/05/21 1:02:17 a.m. GMT-5","4","Masculino","85","1.75","25","Ingeniería, Tecnología y Construcción.","4","7","2.5","17.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","2","1","Muy bajo","Mala","5","3","3","4","1","2","4","2","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","45","Frecuentemente","Bastante","Muy poco","Frecuentemente"
"2026/05/21 1:05:44 a.m. GMT-5","4","Masculino","63","1.65","23","Ingeniería, Tecnología y Construcción.","8","5","2","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","5","Alto","Buena","6","1","3","0","0","0","2","2","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Buena","No","50","Frecuentemente","Regular","Bastante","Siempre"
"2026/05/21 1:12:20 a.m. GMT-5","6","Masculino","65","1.68","20","Ingeniería, Tecnología y Construcción.","7","7","1.5","16","Vegetariana: Excluye carne y pescado.","2","4","0","1","Muy bajo","Mala","6","5","0","3","2","4","4","2.5","Jugar videojuegos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","32","Rara vez","Bastante","Poco","Rara vez"
"2026/05/21 6:10:18 a.m. GMT-5","4","Masculino","70","1.73","23","Ingeniería, Tecnología y Construcción.","10","3","2.5","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","7","0","0","Muy bajo","Muy mala","6","4","2","2","1","2","4","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","150","A veces","Bastante","Bastante","Frecuentemente"
"2026/05/21 8:01:00 a.m. GMT-5","4","Masculino","56","1.61","21","Ingeniería, Tecnología y Construcción.","10","5","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Bajo","Regular","5","0","2","2","1","1","2","1","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/05/21 9:15:53 a.m. GMT-5","4","Masculino","90","1.76","23","Ingeniería, Tecnología y Construcción.","7","4","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","1","0","Bajo","Regular","7","0","3","0","0","1","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","No","0","A veces","Bastante","Bastante","Frecuentemente"
"2026/05/21 10:58:57 a.m. GMT-5","4","Femenino","60","1.57","23","Ingeniería, Tecnología y Construcción.","8","5","5","9","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","2","2","Bajo","Regular","6","0","3","3","1","2","3","2.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Aeróbica (correr, nadar, bicicleta).","Regular","No","300","Frecuentemente","Bastante","Regular","Frecuentemente"
"2026/05/21 11:04:58 a.m. GMT-5","6","Masculino","75","1.80","19","Administración, Negocios y Contabilidad.","5","7","2","12","Omnívora: Consume alimentos de origen animal y vegetal.","5","1","0","2","Regular","Buena","7","2","2","1","1","1","3","3","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","50","Frecuentemente","Regular","Poco","Frecuentemente"
"2026/05/21 11:12:47 a.m. GMT-5","7","Femenino","66.7","1.63","23","Ingeniería, Tecnología y Construcción.","9","8","1","18","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","2","Bajo","Regular","7.5","1","3","0","0","0","3","2","Dormir más horas que lo habitual","Recreación y socialización con amigos.","Mixta.","Regular","No","28","A veces","Regular","Regular","A veces"
"2026/05/21 11:17:25 a.m. GMT-5","4","Femenino","66.5","1.63","23","Ingeniería, Tecnología y Construcción.","7","5","1","18","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","2","Bajo","Regular","7.5","1","3","0","0","0","3","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","No","26","A veces","Regular","Bastante","A veces"
"2026/05/21 11:20:36 a.m. GMT-5","4","Femenino","57","1.57","21","Ingeniería, Tecnología y Construcción.","9","5","10","12","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","4","4","Alto","Buena","6","0","3","2","1","1","4","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Aeróbica (correr, nadar, bicicleta).","Buena","No","300","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/21 12:01:33 p.m. GMT-5","4","Masculino","59","1.67","29","Ingeniería, Tecnología y Construcción.","8","4","1","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","0","Muy bajo","Buena","7","0","3","0","0","0","0","1","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","","A veces","Bastante","Bastante","Frecuentemente"
"2026/05/21 4:03:51 p.m. GMT-5","6","Masculino","73.5 ","1.76","19","Ingeniería, Tecnología y Construcción.","3","6","2","4.5","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","6","3","Alto","Mala","6","10","1","0","0","1","3","2 ","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","100 ","Siempre","Bastante","Bastante","Frecuentemente"
"2026/05/21 4:06:36 p.m. GMT-5","6","Masculino","65","1.67","18","Administración, Negocios y Contabilidad.","3","6","7","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","6","Muy alto","Buena","7","2","4","0","0","3","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","0","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/05/21 4:09:22 p.m. GMT-5","6","Masculino","60","1.75","18","Humanidades, Artes y Educación.","3","6","5","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Alto","Regular","7","2","3","0","0","0","2","1.5","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","30","A veces","Bastante","Bastante","Frecuentemente"
"2026/05/21 4:12:58 p.m. GMT-5","6","Masculino","76","1.75","19","Ingeniería, Tecnología y Construcción.","4","4","10","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","4","Regular","Mala","4","0","3","4","1","3","3","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","A veces","Bastante","Bastante","A veces"
"2026/05/21 4:13:37 p.m. GMT-5","6","Masculino","62","1.67","18","Administración, Negocios y Contabilidad.","3","5","4","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","4","Alto","Regular","5","2","3","4","1","2","2","3","Otros motivos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","67","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/05/21 4:16:47 p.m. GMT-5","6","Masculino","64","1.79","18","Administración, Negocios y Contabilidad.","3","6","3","0.5","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","4","2","Bajo","Mala","7","4","3","0","0","0","4","2","Otros motivos","Recreación y socialización con amigos.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","100","Rara vez","Bastante","Bastante","A veces"
"2026/05/21 4:17:33 p.m. GMT-5","6","Femenino","57","1.70","19","Ingeniería, Tecnología y Construcción.","3","5","4","7","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","3","Regular","Muy buena","8","3","2","0","0","0","1","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy mala","No","50","Frecuentemente","Bastante","Bastante","Siempre"
"2026/05/21 4:49:54 p.m. GMT-5","6","Masculino","62","1.77","18","Administración, Negocios y Contabilidad.","3","5","2","3","Omnívora: Consume alimentos de origen animal y vegetal.","4","1","0","2","Bajo","Regular","6","3","4","2","1","1","4","1.5","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","Sí","100","A veces","Regular","Bastante","A veces"
