Edad,Sexo,CantidadCursos,HorasSuenio,ActividadFisica,FrecBebida,UnidadBebida,HorasEjercicio,CanDesayuno,Carrera,Estres,CicloAcademico,CalidadSuenio,GrupoEncuesta
17,Femenino,6,7,Actividad aeróbica,0,0,2,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
18,Masculino,6,7,Actividad aeróbica,1,1,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
18,Masculino,6,6,Deportes colectivos,1,1,8,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
18,Masculino,5,8,Actividad aeróbica,1,1,7,Regular,"Ingeniería, Tecnología y Construcción",Bajo,4,Buena,7
20,Femenino,8,6,Actividad aeróbica,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
24,Femenino,4,8,No realiza actividad física,2,1,1,Mucha,"Humanidades, Artes y Educación",Medio,3,Regular,7
20,Masculino,5,8,Actividad aeróbica,0,0,4.5,Ninguna,"Ingeniería, Tecnología y Construcción",Bajo,6,Buena,7
19,Femenino,5,5,Mixta,0,0,4.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,7
18,Femenino,5,5,Actividad aeróbica,2,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,7
22,Masculino,4,7,Mixta,5,3,5,Bastante,"Administración, Negocios y Contabilidad",Alto,7,Regular,7
20,Masculino,5,9,Actividad aeróbica,2,1,6,Ninguna,"Ingeniería, Tecnología y Construcción",Bajo,7,Regular,7
19,Femenino,4,6,Mixta,3,3,2.5,Bastante,Ciencias Sociales y Derecho,Alto,5,Buena,7
18,Masculino,7,4,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,2,Regular,7
18,Masculino,5,4,Deportes colectivos,2,1,1,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Muy mala,7
23,Masculino,4,6,Actividad aeróbica,5,3,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
18,Masculino,NA,5,Mixta,2,2,1,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,1,Muy mala,7
20,Masculino,5,6,Actividad aeróbica,4,3,4,Bastante,Ciencias de la Salud,Muy alto,6,Regular,7
19,Masculino,5,6,Mixta,4,2,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
22,Femenino,4,6,Actividad aeróbica,2,3,3,Bastante,Ciencias Sociales y Derecho,Alto,6,Regular,7
21,Masculino,4,6,Actividad aeróbica,5,3,5,Bastante,Ciencias Sociales y Derecho,Alto,6,Regular,7
20,Masculino,4,6,Actividad aeróbica,2,3,5,Bastante,Ciencias Sociales y Derecho,Alto,5,Buena,7
20,Masculino,5,6,Actividad aeróbica,3,3,5,Bastante,"Administración, Negocios y Contabilidad",Alto,5,Regular,7
21,Masculino,NA,6,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,10,Regular,7
20,Masculino,4,8,Actividad aeróbica,4,2,8,Bastante,Ciencias de la Salud,Medio,6,Buena,7
22,Masculino,5,10,Mixta,2,3,6,Bastante,Ciencias Sociales y Derecho,Alto,5,Muy buena,7
20,Masculino,4,10,Mixta,4,3,2,Mucha,"Ingeniería, Tecnología y Construcción",Alto,5,Muy buena,7
21,Masculino,5,8,Mixta,3,3,5,Regular,"Humanidades, Artes y Educación",Alto,5,Buena,7
20,Femenino,4,6,Actividad aeróbica,2,2,3,Bastante,Ciencias Sociales y Derecho,Alto,6,Buena,7
20,Masculino,4,8,Mixta,5,3,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Buena,7
22,Masculino,4,8,Mixta,5,3,3,Bastante,"Administración, Negocios y Contabilidad",Alto,6,Buena,7
20,Masculino,4,9,Mixta,5,3,6,Mucha,"Ingeniería, Tecnología y Construcción",Alto,6,Buena,7
22,Masculino,6,8,Mixta,5,3,3,Bastante,"Humanidades, Artes y Educación",Alto,8,Buena,7
21,Masculino,4,8,Actividad aeróbica,5,4,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Buena,7
21,Masculino,4,10,Mixta,5,3,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Muy buena,7
20,Masculino,4,6,Actividad aeróbica,5,3,5,Bastante,Ciencias de la Salud,Alto,6,Regular,7
22,Masculino,4,6,Mixta,3,3,2.5,Bastante,"Administración, Negocios y Contabilidad",Alto,5,Regular,7
22,Masculino,4,6,Mixta,2,3,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
19,Masculino,4,8,Mixta,2,4,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Buena,7
22,Masculino,4,6,Actividad aeróbica,2,4,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
19,Masculino,5,6,Actividad aeróbica,2,3,6,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
17,Femenino,6,6,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
17,Femenino,6,8,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Buena,7
19,Masculino,7,6,Deportes colectivos,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Mala,7
19,Masculino,7,5,Actividad aeróbica,2,1,5,Regular,"Ingeniería, Tecnología y Construcción",Bajo,1,Mala,8
17,Masculino,5,5,Actividad aeróbica,5,2,5,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,1,Regular,8
18,Masculino,5,6,Mixta,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,7
19,Femenino,6,6,Mixta,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,7
18,Femenino,6,6,Mixta,0,0,4,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,7
20,Masculino,6,6,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,7
21,Masculino,6,7,Deportes colectivos,3,1,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,7
23,Masculino,5,5,Actividad aeróbica,0,0,5,Regular,"Ingeniería, Tecnología y Construcción",Alto,7,Mala,7
21,Masculino,4,6,Actividad aeróbica,0,0,2,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
23,Masculino,4,5,Mixta,0,2,4,Poca,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,7
21,Masculino,6,8,Actividad aeróbica,0,0,6,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,9,Buena,7
20,Masculino,5,6,Mixta,5,2,3,Regular,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,7
18,Femenino,8,5,Deportes colectivos,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
17,Femenino,6,7,Deportes colectivos,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
18,Masculino,7,6,No realiza actividad física,2,2,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,1,Mala,7
18,Masculino,6,4.5,Mixta,0,0,7.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Mala,7
18,Femenino,4,6,Deportes colectivos,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,2,Mala,7
18,Masculino,5,6.5,Actividad aeróbica,0,0,2.5,Regular,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
18,Masculino,6,8,Actividad aeróbica,0,0,4,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,7
19,Femenino,3,6,Mixta,4,2,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,2,Mala,7
19,Masculino,4,6,Actividad aeróbica,1,1,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
19,Masculino,4,6.5,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,7
20,Masculino,5,7,Actividad aeróbica,1,2,12,Poca,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,7
23,Femenino,7,7,Mixta,1,1,3,Poca,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,7
20,Masculino,4,7,No realiza actividad física,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,2,Mala,7
25,Masculino,5,7,Mixta,0,0,10,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,7
20,Masculino,4,8,Deportes colectivos,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,7
18,Femenino,6,5,Deportes colectivos,1,2,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,2,Mala,7
22,Masculino,6,6,No realiza actividad física,1,1,3,Regular,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,7
19,Masculino,5,6,Actividad aeróbica,0,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,7
22,Femenino,4,5,No realiza actividad física,0,0,2,Regular,Ciencias de la Salud,Muy alto,5,Mala,7
19,Femenino,6,5,Mixta,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,7
19,Masculino,5,6.5,Mixta,0,0,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,7
22,Femenino,6,6,No realiza actividad física,3,1,1,Regular,"Administración, Negocios y Contabilidad",Muy alto,6,Muy mala,7
19,Femenino,4,8,No realiza actividad física,0,1,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
21,Femenino,4,7,Actividad aeróbica,0,0,7,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,7
19,Masculino,6,6,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Regular,7
18,Masculino,6,6,No realiza actividad física,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Nulo,3,Mala,7
18,Masculino,6,6,Actividad aeróbica,0,1,10,Regular,"Ingeniería, Tecnología y Construcción",Nulo,3,Regular,7
20,Femenino,5,6,Actividad aeróbica,0,0,5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,7,Buena,7
18,Femenino,6,7,Mixta,2,1,10,Bastante,"Administración, Negocios y Contabilidad",Alto,3,Regular,7
18,Masculino,6,5,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,7
18,Masculino,5,5,Actividad aeróbica,3,2,2,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,2,Mala,7
18,Femenino,5,8,No realiza actividad física,0,2,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,7
21,Masculino,4,6,Mixta,3,1,1.5,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,7
22,Femenino,5,6,Mixta,3,1,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
18,Masculino,5,5,Actividad aeróbica,0,0,5,Regular,"Ingeniería, Tecnología y Construcción",Medio,2,Mala,7
20,Masculino,6,4,Mixta,5,2,10,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,5,Mala,7
17,Masculino,6,7,Actividad aeróbica,0,0,12,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,1,Regular,7
18,Femenino,6,7,Actividad aeróbica,0,0,7.5,Regular,"Administración, Negocios y Contabilidad",Alto,3,Regular,7
18,Femenino,6,7.5,Deportes colectivos,0,0,7,Regular,"Administración, Negocios y Contabilidad",Muy alto,3,Buena,7
22,Masculino,6,6,Actividad aeróbica,2,1,2,Poca,"Ingeniería, Tecnología y Construcción",Medio,9,Regular,7
20,Masculino,6,6,No realiza actividad física,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,8
18,Masculino,5,6,Deportes colectivos,4,1,8,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,3
19,Femenino,5,5,Actividad aeróbica,1,1,4.5,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,7
22,Masculino,5,6,Mixta,3,1,2,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,6,Mala,7
21,Femenino,4,8,Actividad aeróbica,0,0,2,Poca,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,7
21,Masculino,6,7,Actividad aeróbica,0,0,1,Regular,Ciencias de la Salud,Alto,8,Buena,1
19,Masculino,4,9,Actividad aeróbica,0,1,12,Mucha,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,1
17,Masculino,6,8,Mixta,1,1,3,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Buena,1
19,Masculino,5,6,Actividad aeróbica,2,1,3,Poca,"Ingeniería, Tecnología y Construcción",Medio,4,Mala,1
21,Femenino,3,6,Actividad aeróbica,2,2,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,8,Mala,1
23,Masculino,4,5,Deportes colectivos,3,1,2,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,10,Mala,1
23,Masculino,8,5,Mixta,5,4,7,Poca,Ciencias Sociales y Derecho,Medio,6,Mala,1
19,Femenino,6,9,Mixta,0,0,3,Regular,"Administración, Negocios y Contabilidad",Medio,3,Regular,4
20,Femenino,5,7,Actividad aeróbica,0,0,3,Regular,"Administración, Negocios y Contabilidad",Medio,8,Buena,4
24,Masculino,6,5,Actividad aeróbica,3,4,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,7,Muy mala,4
23,Masculino,7,6,Deportes colectivos,1,1,2,Bastante,Ciencias Sociales y Derecho,Muy alto,5,Mala,4
23,Femenino,6,7,Mixta,0,0,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,4
21,Masculino,5,6,Actividad aeróbica,2,2,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,4
20,Masculino,7,6,Actividad aeróbica,0,0,3,Regular,"Ingeniería, Tecnología y Construcción",Bajo,6,Mala,4
23,Femenino,6,8,Mixta,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,7,Regular,4
23,Masculino,3,5.5,Actividad aeróbica,3,2,1.5,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,10,Mala,4
20,Femenino,5,6,No realiza actividad física,0,0,1.1,Regular,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,4
23,Femenino,7,7,Actividad aeróbica,1,1,2.5,Mucha,"Ingeniería, Tecnología y Construcción",Medio,9,Buena,4
23,Masculino,4,5.5,Actividad aeróbica,1,1,2,Mucha,"Ingeniería, Tecnología y Construcción",Alto,10,Regular,4
20,Masculino,7,8,No realiza actividad física,0,0,1,Mucha,"Administración, Negocios y Contabilidad",Nulo,8,Muy buena,7
20,Masculino,7,8,No realiza actividad física,0,0,1,Mucha,"Administración, Negocios y Contabilidad",Nulo,8,Muy buena,7
17,Femenino,NA,9,Mixta,2,2,2,Bastante,"Administración, Negocios y Contabilidad",Medio,1,Buena,4
17,Femenino,NA,8,Mixta,1,1,10,Poca,"Administración, Negocios y Contabilidad",Bajo,1,Buena,4
17,Femenino,NA,6,Mixta,2,1,4,Poca,Ciencias Sociales y Derecho,Alto,3,Buena,4
18,Masculino,6,6.5,Mixta,0,0,6,Regular,"Humanidades, Artes y Educación",Bajo,4,Regular,7
17,Masculino,5,7,Mixta,1,2,2,Poca,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,4
17,Masculino,NA,7,Mixta,0,0,12,Mucha,"Ingeniería, Tecnología y Construcción",Muy alto,1,Regular,4
18,Masculino,NA,8,Deportes colectivos,3,2,20,Bastante,"Administración, Negocios y Contabilidad",Bajo,10,Buena,4
17,Masculino,6,4,Actividad aeróbica,1,1,4,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Mala,4
18,Masculino,NA,7,No realiza actividad física,0,0,1,Regular,"Administración, Negocios y Contabilidad",Medio,1,Mala,4
19,Femenino,7,6,Actividad aeróbica,0,0,3,Bastante,Ciencias de la Salud,Bajo,5,Muy buena,7
17,Masculino,8,6,Deportes colectivos,0,0,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,4
21,Masculino,5,7,Mixta,2,1,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,4
17,Masculino,NA,4,Deportes colectivos,0,0,5.3,Poca,"Ingeniería, Tecnología y Construcción",Alto,1,Mala,4
17,Masculino,NA,12,Deportes colectivos,1,4,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Muy buena,4
18,Masculino,NA,3,Deportes colectivos,0,0,5,Poca,Ciencias de la Salud,Bajo,2,Muy mala,4
17,Femenino,3,7,Actividad aeróbica,0,0,3,Poca,Ciencias de la Salud,Alto,1,Regular,4
17,Femenino,6,8,No realiza actividad física,0,0,1,Regular,Ciencias de la Salud,Muy alto,1,Regular,4
17,Masculino,NA,7,Deportes colectivos,5,2,1,Bastante,"Administración, Negocios y Contabilidad",Alto,1,Mala,4
20,Femenino,4,6,Actividad aeróbica,1,1,3,Poca,"Ingeniería, Tecnología y Construcción",Medio,6,Buena,4
23,Masculino,8,6,Actividad aeróbica,1,1,2,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,7,Mala,4
24,Masculino,5,6,Mixta,3,1,10,Bastante,Ciencias de la Salud,Medio,8,Buena,4
25,Masculino,7,8,Deportes colectivos,0,0,7,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,4
22,Femenino,5,6,Actividad aeróbica,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,6,Regular,4
18,Masculino,NA,7,Actividad aeróbica,4,2,1,Regular,"Humanidades, Artes y Educación",Bajo,2,Muy buena,4
21,Masculino,4,7,Deportes colectivos,0,0,3.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,4
18,Masculino,NA,5,Actividad aeróbica,4,2,4,Regular,"Administración, Negocios y Contabilidad",Medio,7,Buena,4
24,Femenino,6,6,Actividad aeróbica,1,1,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,4
17,Femenino,6,5,Actividad aeróbica,0,2,1,Poca,Ciencias Exactas y Ambientales,Alto,1,Mala,7
18,Masculino,NA,4,Actividad aeróbica,6,3,3,Regular,Ciencias Exactas y Ambientales,Nulo,3,Buena,4
19,Femenino,6,8,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Buena,4
22,Femenino,6,8,No realiza actividad física,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,4
23,Masculino,NA,8,Deportes colectivos,6,3,5,Poca,"Administración, Negocios y Contabilidad",Alto,7,Buena,4
24,Masculino,4,9,Actividad aeróbica,0,0,3,Bastante,"Administración, Negocios y Contabilidad",Bajo,5,Buena,4
24,Masculino,4,9,Mixta,0,0,5,Regular,"Administración, Negocios y Contabilidad",Medio,2,Buena,4
22,Masculino,6,6,Actividad aeróbica,0,0,1,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,9,Regular,7
20,Femenino,6,5,Mixta,1,1,2,Regular,"Ingeniería, Tecnología y Construcción",Bajo,3,Mala,4
25,Masculino,7,7,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,4
17,Femenino,6,NA,Actividad aeróbica,0,0,1,Ninguna,"Administración, Negocios y Contabilidad",Nulo,1,Mala,7
19,Femenino,5,7,Actividad aeróbica,1,1,1.5,Regular,"Administración, Negocios y Contabilidad",Alto,4,Buena,1
18,Masculino,6,7,Deportes colectivos,1,1,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Muy buena,1
20,Femenino,5,6,Mixta,3,1,1,Bastante,Ciencias de la Salud,Muy alto,6,Regular,1
19,Masculino,6,8,Mixta,2,1,5,Mucha,"Administración, Negocios y Contabilidad",Alto,3,Buena,1
17,Femenino,6,6,Actividad aeróbica,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Mala,1
17,Femenino,5,7,No realiza actividad física,0,0,1,Ninguna,Ciencias de la Salud,Medio,1,Buena,1
18,Masculino,5,8,Mixta,2,2,8,Mucha,"Ingeniería, Tecnología y Construcción",Alto,3,Muy buena,1
20,Masculino,5,7,Mixta,0,0,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Buena,1
19,Femenino,6,8,Actividad aeróbica,0,0,10.5,Mucha,Ciencias de la Salud,Bajo,3,Muy buena,1
22,Masculino,6,5,Actividad aeróbica,3,1,1,Poca,Ciencias Sociales y Derecho,Muy alto,8,Mala,1
20,Masculino,5,5,Actividad aeróbica,3,2,1,Ninguna,Ciencias Sociales y Derecho,Bajo,8,Mala,7
23,Femenino,3,6,Actividad aeróbica,0,0,2,Regular,"Administración, Negocios y Contabilidad",Alto,10,Regular,1
20,Masculino,6,4.5,Actividad aeróbica,4,2,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,4,Muy mala,1
21,Masculino,5,8,Actividad aeróbica,0,0,11,Mucha,"Administración, Negocios y Contabilidad",Medio,5,Muy buena,1
20,Femenino,5,7,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,1
22,Femenino,5,5,No realiza actividad física,2,1,1,Poca,Ciencias de la Salud,Muy alto,7,Mala,1
19,Masculino,4,7.5,Mixta,0,0,5,Bastante,"Humanidades, Artes y Educación",Bajo,2,Buena,1
21,Femenino,5,7,Actividad aeróbica,0,0,4,Bastante,"Humanidades, Artes y Educación",Medio,6,Buena,1
22,Masculino,5,6.5,Deportes colectivos,1,1,3,Regular,"Humanidades, Artes y Educación",Alto,7,Regular,1
18,Femenino,6,7,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,1
17,Femenino,4,8,Actividad aeróbica,0,0,2,Bastante,"Administración, Negocios y Contabilidad",Medio,1,Regular,4
19,Femenino,7,6,Actividad aeróbica,0,0,6,Regular,"Humanidades, Artes y Educación",Medio,4,Regular,4
17,Masculino,NA,6,Mixta,1,1,3,Poca,"Administración, Negocios y Contabilidad",Medio,3,Regular,4
19,Femenino,5,10,Deportes colectivos,0,0,6,Regular,"Ingeniería, Tecnología y Construcción",Medio,4,Muy buena,7
20,Masculino,7,7,Actividad aeróbica,3,2,6,Mucha,"Ingeniería, Tecnología y Construcción",Muy alto,2,Regular,7
18,Masculino,7,3,No realiza actividad física,5,3,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,1,Mala,7
22,Femenino,5,9,Actividad aeróbica,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,10,Muy buena,7
21,Masculino,6,6,Mixta,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,7
19,Femenino,6,7,Actividad aeróbica,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,7
21,Femenino,5,4,Deportes colectivos,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,7,Mala,7
20,Masculino,5,6,Actividad aeróbica,1,1,6,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,7
20,Masculino,5,5,Mixta,7,2,1,Poca,"Ingeniería, Tecnología y Construcción",Alto,5,Mala,7
18,Femenino,7,8,Actividad aeróbica,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,2,Regular,7
18,Masculino,6,9,Deportes colectivos,3,1,6,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Buena,7
17,Femenino,7,7,Mixta,0,0,4,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,7
22,Masculino,3,6,Mixta,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,9,Regular,7
19,Femenino,3,4,No realiza actividad física,0,0,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,4,Muy mala,8
18,Masculino,5,8,Deportes colectivos,2,3,8,Bastante,"Administración, Negocios y Contabilidad",Medio,3,Buena,7
21,Masculino,7,8,Deportes colectivos,6,3,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,7
21,Masculino,6,6,Mixta,5,2,6.5,Regular,"Ingeniería, Tecnología y Construcción",Medio,6,Mala,7
24,Masculino,4,6,Actividad aeróbica,0,0,1.5,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,4
19,Masculino,6,5,Actividad aeróbica,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,4,Regular,7
18,Masculino,6,6,No realiza actividad física,2,2,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,7
20,Masculino,6,5,Actividad aeróbica,1,1,9,Bastante,"Ingeniería, Tecnología y Construcción",Medio,7,Mala,7
18,Masculino,6,6,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,7
18,Femenino,5,5,Actividad aeróbica,1,2,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,7
24,Masculino,7,5,No realiza actividad física,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Nulo,7,Mala,7
20,Masculino,6,5,Deportes colectivos,0,0,6,Mucha,"Ingeniería, Tecnología y Construcción",Medio,7,Mala,7
18,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
17,Femenino,NA,7,Deportes colectivos,0,0,1.5,Regular,"Humanidades, Artes y Educación",Bajo,2,Regular,4
19,Masculino,6,7,Deportes colectivos,0,1,3,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,1,Mala,4
18,Femenino,6,5,Deportes colectivos,5,2,1,Mucha,"Ingeniería, Tecnología y Construcción",Muy alto,1,Muy mala,7
23,Femenino,4,7,Actividad aeróbica,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Alto,10,Buena,4
17,Masculino,7,6,No realiza actividad física,0,0,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,4
23,Masculino,NA,10,Actividad aeróbica,7,4,5,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,10,Muy buena,4
23,Masculino,3,7,Actividad aeróbica,4,4,7,Mucha,"Ingeniería, Tecnología y Construcción",Muy alto,10,Muy buena,4
21,Masculino,3,5,Deportes colectivos,0,0,1,Bastante,Ciencias Exactas y Ambientales,Alto,3,Regular,1
21,Masculino,3,5,Actividad aeróbica,0,0,1.5,Bastante,Ciencias Exactas y Ambientales,Alto,3,Mala,1
22,Masculino,4,6,No realiza actividad física,1,1,1.6,Bastante,Ciencias Exactas y Ambientales,Medio,4,Regular,1
20,Masculino,4,4,Actividad aeróbica,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,1
22,Femenino,3,7,No realiza actividad física,2,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,10,Buena,4
23,Femenino,6,5.5,Actividad aeróbica,3,2,2,Bastante,"Humanidades, Artes y Educación",Alto,8,Buena,4
24,Femenino,3,5.5,Actividad aeróbica,1,1,5.5,Poca,Ciencias de la Salud,Muy alto,10,Regular,1
19,Masculino,7,7,Mixta,2,3,8,Bastante,Ciencias Exactas y Ambientales,Medio,4,Buena,4
18,Masculino,4,7,Mixta,1,1,9,Regular,"Administración, Negocios y Contabilidad",Medio,4,Buena,4
25,Masculino,4,6,Mixta,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Alto,9,Regular,4
23,Masculino,4,6,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,9,Mala,4
22,Masculino,5,8,Mixta,5,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,7,Mala,4
21,Femenino,6,9,Actividad aeróbica,3,1,3,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,4,Buena,4
