age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
43,self-employed,single,tertiary,no,7731,no,no,cellular,21,nov,,7,0,no
50,management,married,tertiary,no,5112,yes,no,cellular,4,nov,70,5,5,no
44,management,divorced,tertiary,no,5000,no,no,cellular,22,aug,54,2,0,no
42,services,married,secondary,no,8620,yes,no,,27,may,22,16,0,no
26,blue-collar,single,secondary,no,5179,no,no,cellular,30,jul,103,3,0,no
47,admin.,single,secondary,no,6544,yes,no,cellular,6,apr,104,1,1,no
48,blue-collar,married,primary,no,5199,no,no,telephone,18,aug,29,2,0,no
60,blue-collar,married,,no,5231,yes,no,,12,may,57,2,0,no
27,admin.,divorced,secondary,no,5076,yes,no,,4,jun,236,1,0,no
30,unemployed,single,tertiary,no,5302,no,no,cellular,11,feb,528,3,0,yes
28,admin.,single,secondary,no,5189,yes,no,cellular,31,jul,68,2,0,no
58,retired,married,primary,no,5565,no,no,telephone,7,jul,876,1,0,yes
37,entrepreneur,married,tertiary,no,5310,no,no,cellular,1,sep,76,1,0,no
36,services,married,secondary,no,6746,yes,no,,26,may,99,1,0,no
39,technician,married,secondary,no,5006,yes,no,cellular,18,may,122,3,4,no
52,unemployed,married,primary,no,4890,no,yes,cellular,29,jan,141,1,0,no
55,retired,married,secondary,no,7749,yes,yes,,29,may,58,2,0,no
30,management,single,tertiary,no,11495,no,no,cellular,30,mar,78,3,0,no
36,blue-collar,single,secondary,no,5035,yes,no,,3,jun,435,3,0,no
39,admin.,married,secondary,no,4350,no,no,cellular,15,may,123,2,1,no
47,blue-collar,married,primary,no,5292,no,yes,telephone,28,jul,210,3,0,no
42,housemaid,single,primary,no,10774,yes,no,,15,may,54,2,0,no
42,management,married,secondary,no,7416,yes,no,,20,may,138,4,0,no
58,retired,married,secondary,no,5035,no,no,cellular,29,jul,336,7,0,no
68,retired,married,secondary,no,,yes,no,cellular,4,aug,249,1,0,yes
43,technician,married,secondary,no,5050,no,no,,28,may,63,1,0,no
44,blue-collar,married,secondary,no,4326,yes,no,,5,may,257,1,0,no
49,technician,married,tertiary,no,8726,no,no,cellular,5,aug,875,2,0,yes
57,retired,married,tertiary,no,6180,yes,yes,,14,may,191,2,0,no
61,self-employed,divorced,tertiary,no,11610,no,no,cellular,24,feb,481,2,0,yes
36,admin.,single,secondary,no,5319,yes,no,cellular,18,may,120,2,0,no
31,blue-collar,married,secondary,no,6545,yes,yes,cellular,13,may,207,1,0,no
51,technician,married,tertiary,no,6315,no,no,telephone,5,jun,303,2,0,no
31,technician,single,tertiary,no,5424,no,no,cellular,21,aug,93,2,0,no
56,blue-collar,married,primary,no,5151,no,no,cellular,3,feb,128,1,0,no
30,technician,single,tertiary,no,4030,no,yes,cellular,21,aug,194,2,0,no
38,services,married,secondary,no,4238,yes,yes,,30,may,408,2,0,no
35,services,married,secondary,no,5181,yes,no,cellular,31,jul,,3,0,no
31,blue-collar,married,,no,4880,yes,no,cellular,17,jul,231,2,0,no
39,admin.,divorced,secondary,no,6022,yes,no,,20,jun,20,3,0,no
50,management,married,tertiary,no,5078,yes,no,cellular,14,jan,218,3,9,no
39,technician,married,tertiary,no,5209,no,no,,23,jul,36,2,0,no
26,admin.,married,secondary,no,7469,no,no,cellular,16,jul,136,8,0,no
55,technician,married,secondary,no,5000,no,no,cellular,19,nov,336,1,0,no
43,blue-collar,divorced,primary,no,5328,no,yes,cellular,8,jul,192,1,0,no
34,housemaid,married,tertiary,no,5000,no,no,cellular,26,may,141,1,1,no
51,self-employed,married,primary,no,5307,yes,yes,,17,jun,65,2,0,no
31,management,married,tertiary,no,6384,yes,no,cellular,30,jan,203,2,3,no
32,management,married,tertiary,no,5000,no,no,cellular,26,aug,104,9,0,no
53,technician,married,secondary,no,5719,yes,no,,14,may,230,1,0,no
44,management,divorced,tertiary,no,5000,no,no,cellular,10,aug,71,1,0,no
38,entrepreneur,married,tertiary,no,11704,yes,no,,21,may,205,2,0,no
47,self-employed,married,tertiary,no,9543,yes,no,,14,may,162,1,0,no
36,management,married,tertiary,no,5000,yes,no,,27,may,145,2,0,no
30,management,single,tertiary,no,5149,yes,no,,3,jun,220,2,0,no
46,blue-collar,married,secondary,no,3600,yes,no,telephone,6,may,309,3,4,no
33,entrepreneur,married,secondary,no,4882,yes,yes,,27,may,421,3,0,no
43,blue-collar,married,secondary,no,7160,no,no,cellular,8,sep,261,1,1,yes
38,management,married,tertiary,no,8452,no,no,cellular,13,aug,132,2,0,no
27,technician,single,secondary,no,5842,no,no,cellular,30,jul,273,1,1,no
38,management,married,,no,8576,no,no,cellular,25,nov,349,2,1,yes
41,unemployed,married,tertiary,no,6666,no,no,,9,jun,291,3,0,no
29,technician,married,secondary,no,5000,yes,no,cellular,28,jul,83,6,0,no
39,services,married,secondary,no,5000,yes,no,,20,may,793,2,0,no
42,blue-collar,single,primary,no,6628,yes,no,cellular,5,feb,119,1,8,no
47,services,married,secondary,no,5051,yes,yes,,16,may,312,1,0,no
30,blue-collar,single,secondary,yes,5447,no,no,,14,may,103,6,0,no
34,admin.,married,secondary,no,5396,yes,no,cellular,16,jul,101,3,0,no
45,housemaid,married,primary,no,9994,no,no,,20,jun,48,1,0,no
43,admin.,married,secondary,no,8215,yes,no,cellular,21,jul,228,3,0,no
59,blue-collar,married,primary,no,7814,no,no,,20,jun,,3,0,no
50,technician,married,secondary,no,5000,no,no,cellular,7,jul,152,2,0,no
39,blue-collar,married,secondary,no,5293,yes,no,,23,may,160,3,0,no
36,technician,married,secondary,no,5474,yes,no,,27,may,59,1,0,no
44,blue-collar,married,secondary,no,,yes,no,cellular,21,nov,297,1,0,no
36,technician,married,tertiary,no,5000,no,no,cellular,22,aug,147,2,0,no
27,management,single,tertiary,no,5088,no,no,cellular,4,may,143,1,0,no
29,services,married,secondary,no,5308,yes,no,,28,may,75,1,0,no
70,retired,married,secondary,no,6164,no,no,telephone,14,may,338,3,2,no
44,management,married,tertiary,no,,no,no,,11,jun,29,2,0,no
55,management,married,tertiary,no,5000,yes,no,,14,may,159,2,0,no
36,technician,divorced,secondary,no,4565,yes,no,,2,jun,85,8,0,no
28,technician,single,secondary,no,5389,yes,no,cellular,11,may,,7,0,no
50,management,divorced,tertiary,no,5356,no,no,cellular,8,may,198,2,5,no
49,technician,married,secondary,no,7718,no,no,,19,may,114,2,0,no
71,retired,divorced,tertiary,no,5261,no,no,cellular,12,aug,1117,2,0,no
31,admin.,single,secondary,no,5757,no,no,cellular,3,feb,343,2,0,no
45,management,single,tertiary,no,5016,no,no,cellular,31,jul,59,2,0,no
42,blue-collar,married,secondary,no,4578,no,no,cellular,9,jul,31,1,0,no
45,admin.,married,secondary,no,5248,no,no,cellular,16,jul,212,2,0,no
47,technician,married,primary,no,5145,yes,no,,7,may,157,6,0,no
60,retired,divorced,secondary,no,5598,no,yes,cellular,8,jul,96,1,0,no
35,management,married,tertiary,no,5949,yes,no,,27,may,245,2,0,no
31,technician,single,tertiary,no,5614,no,no,cellular,11,aug,72,4,0,no
33,blue-collar,married,primary,no,6209,yes,no,cellular,16,apr,700,1,0,no
50,self-employed,married,tertiary,no,5202,yes,no,cellular,15,apr,107,1,4,no
51,blue-collar,married,secondary,no,6840,yes,no,cellular,18,aug,312,3,0,no
34,technician,married,secondary,no,5114,yes,yes,cellular,4,jun,153,1,3,no
56,services,married,secondary,no,4771,no,yes,cellular,23,jul,55,10,0,no
29,services,married,secondary,no,5182,yes,no,telephone,13,may,38,3,0,no
31,blue-collar,married,secondary,no,5401,no,no,cellular,14,aug,96,3,0,no
44,technician,divorced,,no,5759,yes,no,,23,may,397,1,0,no
55,retired,married,secondary,no,9194,no,yes,telephone,30,jul,208,3,0,no
35,student,single,,no,5000,no,no,telephone,28,jan,122,3,0,no
36,technician,married,tertiary,no,5629,yes,yes,cellular,29,dec,109,1,1,no
54,retired,married,secondary,no,5153,yes,yes,,26,may,74,1,0,no
32,management,married,tertiary,no,5553,yes,no,cellular,22,jul,72,1,0,no
36,management,divorced,tertiary,no,6057,no,no,cellular,5,feb,383,2,0,no
60,retired,married,secondary,no,5078,yes,no,,12,may,113,3,0,no
32,technician,single,secondary,no,4972,no,yes,,4,jul,400,1,0,no
57,management,married,tertiary,no,5929,no,no,cellular,19,aug,387,8,0,no
34,blue-collar,married,primary,no,5428,yes,no,cellular,18,may,59,2,0,no
27,student,single,secondary,no,5268,yes,no,cellular,13,may,528,1,2,no
52,management,single,tertiary,no,5083,no,no,cellular,26,aug,1223,6,0,yes
45,admin.,divorced,,no,5998,yes,no,telephone,30,jul,38,2,0,no
58,admin.,single,secondary,no,7223,no,no,cellular,4,dec,1139,2,1,no
39,blue-collar,single,primary,no,5006,yes,no,cellular,19,nov,286,2,0,no
48,blue-collar,single,secondary,no,5312,yes,yes,cellular,3,feb,369,2,0,no
36,management,single,secondary,no,5000,no,no,cellular,13,aug,333,5,0,no
31,technician,single,secondary,no,5691,yes,no,cellular,8,may,198,1,0,no
41,management,married,tertiary,no,5771,yes,no,cellular,26,aug,106,8,0,no
30,self-employed,single,secondary,no,5192,no,no,cellular,22,jul,423,1,0,no
57,retired,married,tertiary,no,5000,no,no,cellular,12,aug,116,4,0,no
29,admin.,single,secondary,no,6070,yes,no,,19,may,30,1,1,yes
29,services,divorced,secondary,no,5084,yes,no,cellular,13,apr,1101,2,0,yes
30,management,single,tertiary,no,5002,no,no,cellular,16,jun,102,1,1,no
44,management,married,tertiary,no,6242,yes,no,cellular,6,aug,384,6,0,no
33,student,single,,no,10969,no,no,cellular,4,sep,156,2,8,no
56,admin.,divorced,secondary,no,8337,yes,no,telephone,17,nov,99,3,0,no
26,services,single,secondary,no,6347,no,no,telephone,18,jun,280,6,5,yes
52,technician,married,secondary,no,5064,no,no,telephone,29,aug,20,2,0,no
32,management,single,secondary,no,5249,yes,no,,2,jun,258,1,0,no
36,technician,single,secondary,no,5000,no,no,cellular,29,aug,85,6,0,no
26,blue-collar,married,secondary,no,5128,no,no,,4,jul,355,1,0,no
37,blue-collar,married,secondary,no,5196,yes,no,,5,jun,66,3,0,no
34,technician,married,secondary,no,5351,yes,no,cellular,18,jul,467,1,0,no
26,services,single,secondary,no,10533,yes,no,cellular,7,may,582,2,4,no
32,services,married,secondary,no,5038,yes,no,cellular,15,may,744,1,0,yes
30,management,single,tertiary,yes,5035,no,no,cellular,30,jul,185,4,0,no
27,technician,single,secondary,no,5235,yes,no,cellular,12,may,,5,0,no
42,admin.,single,secondary,no,5030,yes,no,cellular,4,feb,98,1,3,no
33,blue-collar,single,primary,no,5092,yes,no,,9,may,127,1,0,no
37,blue-collar,married,secondary,no,5067,no,no,,3,jun,45,2,0,no
45,blue-collar,married,secondary,no,9022,yes,no,cellular,29,jan,244,3,0,no
36,entrepreneur,married,tertiary,no,8057,no,no,,16,jun,,4,0,yes
39,management,single,tertiary,no,5000,yes,no,cellular,12,may,561,4,3,no
33,management,single,tertiary,no,5349,no,no,cellular,22,aug,182,1,0,no
47,services,married,secondary,no,7322,no,no,cellular,22,aug,618,1,0,no
49,entrepreneur,married,secondary,no,5167,yes,yes,,6,may,198,3,0,no
46,management,divorced,secondary,no,5558,no,no,cellular,19,aug,126,6,0,no
31,services,married,secondary,no,4770,yes,yes,cellular,16,jul,715,1,0,no
43,unemployed,divorced,secondary,no,9094,yes,no,cellular,21,nov,63,1,0,no
30,blue-collar,single,secondary,yes,5239,yes,no,,21,may,412,1,0,yes
43,management,divorced,tertiary,no,5497,no,no,cellular,13,may,66,1,22,no
42,blue-collar,married,secondary,no,5179,yes,no,cellular,17,nov,96,1,0,no
30,admin.,single,tertiary,no,5305,no,no,cellular,30,apr,633,1,2,yes
33,management,single,tertiary,no,4933,yes,no,,5,may,364,1,0,no
41,admin.,married,secondary,no,9539,no,no,,30,may,298,3,0,no
29,blue-collar,single,secondary,no,5770,yes,no,cellular,17,apr,341,1,0,no
38,unemployed,married,secondary,no,4327,yes,no,,26,may,364,1,0,no
29,technician,married,tertiary,no,5858,yes,no,cellular,12,jun,234,7,1,no
80,housemaid,married,primary,no,5000,no,no,cellular,23,feb,639,1,1,yes
38,management,single,tertiary,no,10244,no,no,cellular,8,aug,310,4,0,no
36,blue-collar,divorced,primary,no,5117,yes,no,,2,jun,123,4,0,no
38,self-employed,married,tertiary,no,5846,no,no,cellular,2,jun,253,1,0,no
44,management,married,secondary,yes,5000,yes,no,cellular,11,jul,96,2,0,no
31,management,married,tertiary,no,6331,no,no,cellular,30,apr,297,1,3,yes
31,services,single,secondary,no,5031,yes,yes,,26,may,501,2,0,no
57,admin.,divorced,primary,no,5179,yes,no,cellular,15,may,67,1,2,no
37,blue-collar,married,primary,no,5543,yes,no,,21,may,281,1,0,no
50,blue-collar,married,secondary,no,5253,yes,yes,cellular,5,may,,2,0,no
60,retired,married,primary,no,,no,no,cellular,6,oct,205,1,0,no
51,management,married,tertiary,no,10108,yes,no,cellular,8,oct,272,1,8,no
48,blue-collar,married,secondary,no,6738,yes,no,cellular,15,apr,349,1,0,no
42,blue-collar,married,primary,no,4903,yes,no,cellular,3,feb,216,4,5,no
36,blue-collar,married,secondary,no,5199,yes,no,cellular,9,jul,183,1,0,no
43,management,married,tertiary,no,5489,yes,no,cellular,8,may,130,1,2,no
31,admin.,married,primary,no,5355,yes,yes,,4,jun,61,6,0,no
49,technician,single,secondary,no,4903,yes,no,,6,jun,92,2,0,no
35,management,divorced,tertiary,no,5473,no,yes,cellular,5,aug,37,2,0,no
44,entrepreneur,married,secondary,no,11649,yes,no,cellular,19,nov,354,2,0,no
34,self-employed,married,tertiary,no,5263,no,no,cellular,4,may,203,1,8,no
46,blue-collar,married,secondary,no,5781,no,no,,13,may,152,1,0,no
49,blue-collar,married,primary,no,6032,yes,no,,2,jun,41,5,0,no
32,blue-collar,married,secondary,no,5119,no,no,cellular,4,may,20,5,0,no
35,management,divorced,tertiary,no,5434,yes,no,cellular,11,may,277,1,2,no
51,admin.,married,secondary,no,7967,no,no,,17,jun,83,2,0,no
57,retired,divorced,secondary,no,4669,yes,no,,6,may,531,1,0,no
59,management,married,tertiary,no,6585,no,no,telephone,28,aug,91,5,0,no
40,services,divorced,,no,9384,yes,no,,5,may,315,1,0,no
49,management,single,tertiary,no,5588,no,no,cellular,28,aug,70,9,0,no
51,management,married,secondary,no,8180,yes,no,cellular,9,jul,384,1,0,no
35,admin.,married,secondary,yes,5000,no,yes,,4,jul,105,3,0,no
29,self-employed,married,secondary,no,4924,yes,no,,27,may,305,2,0,no
32,services,single,secondary,no,5152,yes,no,cellular,25,may,158,2,0,yes
37,housemaid,divorced,secondary,no,6040,yes,no,cellular,13,may,199,1,2,no
49,unemployed,married,primary,no,4616,yes,no,,27,may,25,1,0,no
45,technician,married,,no,5473,yes,no,,27,may,147,1,0,no
34,technician,single,secondary,no,5475,yes,no,cellular,29,jul,538,8,0,no
53,technician,married,secondary,no,5000,no,no,cellular,22,aug,77,9,0,no
42,entrepreneur,married,primary,no,5149,no,no,cellular,20,aug,94,2,0,no
43,technician,married,secondary,no,8285,yes,no,,13,may,,2,0,yes
52,retired,married,secondary,no,5424,no,no,cellular,19,nov,143,1,3,no
34,blue-collar,single,secondary,no,5079,no,yes,cellular,20,nov,104,1,0,no
34,technician,divorced,tertiary,no,5674,yes,no,cellular,7,aug,587,2,0,yes
27,services,married,secondary,no,5000,yes,no,cellular,22,jul,,13,0,yes
43,unemployed,married,tertiary,no,5058,yes,no,cellular,9,feb,48,4,0,no
41,technician,married,tertiary,no,5532,yes,no,cellular,9,jul,74,1,0,no
72,retired,married,secondary,no,9130,no,no,cellular,12,nov,427,1,0,no
35,blue-collar,married,primary,no,5422,yes,no,cellular,14,may,73,1,0,no
41,management,married,tertiary,no,5437,yes,no,,3,jun,,21,0,no
36,blue-collar,divorced,primary,no,4692,yes,no,cellular,12,may,725,1,0,yes
51,housemaid,married,primary,no,5030,yes,no,cellular,14,jul,333,2,0,no
37,self-employed,married,tertiary,no,5137,no,no,cellular,13,aug,244,6,0,no
42,admin.,single,secondary,no,4753,yes,yes,telephone,21,oct,519,1,1,yes
26,admin.,single,secondary,no,5321,yes,no,cellular,22,jul,242,7,0,no
23,services,single,secondary,no,5250,yes,no,cellular,18,may,222,1,0,no
50,management,married,tertiary,no,4530,yes,no,cellular,19,nov,130,2,1,no
37,blue-collar,married,secondary,no,5140,yes,yes,cellular,7,may,490,1,0,no
35,management,married,tertiary,no,7793,no,no,cellular,20,nov,258,2,0,no
37,management,married,tertiary,no,5410,no,no,cellular,29,jan,337,2,0,no
79,retired,divorced,,no,7628,no,no,telephone,8,jul,220,7,2,no
39,technician,married,secondary,no,5116,no,no,cellular,24,aug,79,2,2,no
47,services,married,secondary,no,5000,yes,no,telephone,9,jul,250,1,0,no
44,blue-collar,married,secondary,no,5878,yes,no,cellular,2,jun,130,1,0,no
36,management,single,tertiary,no,7944,no,no,cellular,18,aug,882,8,0,yes
33,blue-collar,single,secondary,no,8975,yes,yes,cellular,17,apr,515,1,1,no
42,services,married,secondary,no,5096,yes,no,cellular,5,may,238,3,2,no
35,technician,single,tertiary,no,7288,no,no,telephone,28,may,32,2,0,no
31,blue-collar,married,secondary,no,5472,yes,no,,13,may,907,2,0,no
58,services,married,primary,no,5065,no,no,,27,jun,162,1,0,no
46,management,married,tertiary,no,5000,no,no,,7,may,70,2,0,no
41,admin.,single,secondary,no,5400,yes,no,,4,jun,99,6,0,no
58,technician,married,secondary,no,12495,yes,no,,13,may,325,1,0,no
33,blue-collar,married,secondary,no,5137,no,yes,cellular,18,jul,305,12,0,no
31,unemployed,married,secondary,no,5024,yes,no,cellular,19,nov,631,1,0,no
55,technician,divorced,secondary,no,8450,no,no,cellular,10,feb,169,1,1,yes
38,technician,single,secondary,no,5311,yes,no,cellular,28,may,61,2,0,no
55,housemaid,married,secondary,no,5139,no,no,cellular,22,aug,256,2,0,no
47,management,single,tertiary,no,5000,no,no,,11,jun,58,3,0,no
51,housemaid,married,primary,no,5492,yes,no,,20,may,142,3,0,no
46,management,single,tertiary,no,5334,yes,no,telephone,4,may,36,6,2,no
61,management,married,tertiary,no,5997,no,no,cellular,10,mar,106,1,0,yes
47,management,single,tertiary,no,5440,no,no,cellular,21,aug,71,4,0,no
34,technician,married,secondary,no,5047,no,no,cellular,25,aug,132,6,0,no
34,blue-collar,married,secondary,no,6298,yes,no,,20,may,120,1,0,no
41,management,divorced,tertiary,no,8355,no,no,cellular,14,oct,181,2,1,no
36,blue-collar,divorced,secondary,no,4989,no,no,,5,jun,152,2,0,no
26,blue-collar,single,secondary,no,5396,yes,no,,28,may,302,1,0,no
35,management,married,tertiary,no,5008,no,no,cellular,23,apr,93,3,0,yes
36,blue-collar,married,secondary,no,6409,no,no,,17,jun,235,2,0,no
26,management,single,tertiary,no,5170,no,no,cellular,15,jun,129,1,0,yes
58,management,married,primary,no,7769,yes,no,cellular,11,jul,94,2,0,no
50,blue-collar,married,secondary,no,7320,yes,no,cellular,7,apr,310,1,0,no
61,retired,married,secondary,no,5076,yes,no,cellular,15,jul,195,7,0,no
28,technician,single,secondary,no,7034,yes,no,,21,may,196,1,0,no
49,blue-collar,single,primary,no,8018,yes,no,,15,may,93,1,0,no
74,retired,married,secondary,no,5921,no,no,telephone,17,apr,394,2,0,yes
53,blue-collar,married,secondary,no,5483,yes,no,cellular,3,feb,288,3,0,no
46,self-employed,married,secondary,no,5390,yes,no,cellular,31,jul,208,2,0,no
47,management,married,tertiary,no,5000,no,no,cellular,27,oct,508,1,0,yes
42,blue-collar,single,primary,no,5092,no,no,cellular,30,jul,86,2,0,no
56,services,married,secondary,no,,yes,no,cellular,21,nov,189,1,0,no
42,technician,married,secondary,no,5002,no,no,,29,may,249,2,0,no
49,housemaid,married,primary,no,5249,yes,no,cellular,21,nov,450,1,0,no
43,unemployed,single,,no,8274,yes,no,cellular,22,may,680,1,1,no
39,services,married,secondary,no,10731,yes,no,,20,may,175,2,0,no
66,retired,married,primary,no,5206,no,no,cellular,9,feb,479,1,0,yes
30,technician,single,tertiary,no,7325,no,no,cellular,5,apr,270,3,4,no
38,management,single,tertiary,no,5000,no,no,cellular,24,jul,164,1,0,no
31,blue-collar,married,secondary,no,6664,yes,no,cellular,20,apr,,1,1,no
32,technician,married,secondary,no,8333,no,no,cellular,8,aug,50,4,0,no
48,technician,married,secondary,no,12020,no,no,cellular,6,aug,80,2,0,no
34,admin.,married,tertiary,no,5037,no,no,cellular,6,feb,45,1,0,no
28,student,single,secondary,no,5028,no,no,cellular,29,jan,220,2,0,no
40,admin.,single,secondary,no,6670,yes,no,,18,jun,161,2,0,no
36,entrepreneur,married,secondary,no,5134,no,no,,20,may,98,1,0,no
52,retired,married,secondary,no,5603,no,yes,,9,jun,79,1,0,no
46,admin.,married,primary,no,5276,yes,yes,,6,may,157,2,0,no
25,technician,single,secondary,no,7157,yes,no,cellular,21,jul,339,1,0,no
52,blue-collar,married,secondary,no,5161,yes,no,,13,may,274,2,0,no
40,blue-collar,married,primary,no,8658,yes,no,,14,may,977,1,0,no
26,management,divorced,tertiary,yes,4598,no,yes,,12,may,127,2,0,no
26,blue-collar,single,primary,no,8342,yes,no,,4,jun,329,4,0,no
35,self-employed,single,secondary,no,6732,no,no,telephone,21,nov,1441,3,0,no
40,admin.,single,secondary,no,5263,yes,no,,6,may,231,1,0,no
31,management,married,tertiary,no,5623,yes,no,cellular,13,may,96,2,5,no
32,admin.,married,secondary,no,8540,yes,no,cellular,18,may,213,1,1,no
33,admin.,married,secondary,no,5095,yes,no,cellular,30,apr,335,1,0,yes
53,services,divorced,secondary,no,5765,yes,no,cellular,14,may,959,3,7,yes
46,technician,divorced,secondary,no,4176,yes,no,cellular,7,aug,429,3,0,yes
28,management,single,tertiary,no,10549,no,no,cellular,28,jul,383,6,0,no
31,blue-collar,married,secondary,no,5191,yes,no,,2,jun,40,1,0,no
44,blue-collar,married,primary,no,5420,yes,no,,7,may,110,2,0,no
35,admin.,married,secondary,no,5000,no,no,,7,may,326,1,0,no
50,technician,divorced,,no,7706,yes,no,,28,may,179,3,0,no
32,technician,married,secondary,yes,5004,yes,yes,cellular,25,aug,132,8,0,no
51,admin.,married,secondary,no,5423,yes,yes,cellular,16,oct,95,1,0,no
51,management,married,tertiary,no,4108,yes,yes,cellular,14,aug,248,2,0,no
31,blue-collar,married,,no,4880,yes,no,cellular,3,feb,100,3,2,no
41,admin.,divorced,secondary,no,4635,yes,no,,28,may,226,10,0,no
57,technician,married,tertiary,no,,no,yes,,20,jun,174,3,0,no
34,management,single,tertiary,no,13038,yes,no,cellular,20,apr,29,3,1,no
47,technician,married,secondary,no,4062,yes,no,,28,may,176,2,0,no
47,admin.,divorced,secondary,no,6139,yes,no,cellular,11,jul,106,2,0,no
36,self-employed,married,secondary,no,5189,yes,no,cellular,19,nov,136,1,1,no
29,housemaid,single,tertiary,no,5019,no,no,cellular,5,feb,110,2,2,yes
39,technician,married,secondary,no,8663,no,no,cellular,11,aug,230,3,0,no
53,blue-collar,single,,no,5000,no,no,,12,may,140,7,0,no
47,blue-collar,married,secondary,yes,4386,yes,no,,26,may,118,2,0,no
51,technician,divorced,secondary,no,7323,yes,yes,cellular,18,aug,151,10,0,no
48,blue-collar,married,secondary,no,5425,yes,no,telephone,9,jul,693,2,0,no
32,technician,married,secondary,no,10122,no,no,cellular,13,aug,31,1,0,no
36,management,divorced,tertiary,no,5608,no,no,cellular,26,aug,125,2,0,no
50,self-employed,married,primary,no,5341,yes,yes,cellular,20,apr,670,4,2,yes
39,admin.,married,secondary,no,5607,yes,no,cellular,12,may,454,2,3,yes
31,blue-collar,married,secondary,no,6495,yes,yes,,23,may,159,3,0,no
49,admin.,married,secondary,no,5381,no,no,cellular,5,aug,504,2,0,no
33,unemployed,divorced,secondary,no,5385,no,no,telephone,27,aug,29,28,0,no
26,management,single,tertiary,no,6274,yes,no,cellular,1,jun,190,1,1,no
27,blue-collar,married,secondary,no,5362,yes,no,,14,may,332,2,0,no
51,blue-collar,married,primary,no,5377,yes,no,telephone,3,feb,143,4,1,no
26,admin.,single,secondary,no,5802,no,no,cellular,30,jan,77,1,2,no
45,admin.,married,secondary,no,5194,no,no,cellular,31,jul,517,4,0,no
54,technician,married,secondary,no,4685,no,yes,cellular,10,jul,,1,0,yes
49,technician,married,tertiary,no,6843,yes,no,cellular,25,may,269,1,0,no
47,technician,married,secondary,no,4991,no,no,cellular,14,aug,457,2,0,no
42,housemaid,married,primary,no,5083,no,yes,cellular,7,aug,184,1,0,no
50,entrepreneur,married,tertiary,no,5433,yes,no,cellular,18,may,47,4,0,no
37,admin.,married,secondary,no,4893,yes,no,,28,may,158,2,0,no
54,blue-collar,married,primary,no,9503,no,no,telephone,21,nov,168,3,0,no
40,services,married,secondary,no,5051,yes,no,cellular,11,may,50,1,0,no
50,services,married,secondary,no,5961,no,yes,cellular,14,aug,757,4,0,no
57,retired,married,secondary,no,5049,yes,yes,cellular,25,aug,93,4,0,no
33,technician,married,secondary,no,8470,no,no,cellular,11,aug,285,2,0,no
49,technician,married,secondary,no,4853,yes,no,cellular,20,apr,390,1,0,no
35,services,married,secondary,no,5000,yes,no,cellular,18,may,146,2,0,no
28,blue-collar,single,secondary,no,5000,yes,no,,28,may,386,1,0,no
58,management,married,tertiary,no,5172,no,no,cellular,19,aug,145,7,0,no
31,admin.,single,secondary,no,4593,no,yes,cellular,7,jul,230,1,0,no
36,management,divorced,tertiary,no,5649,no,no,cellular,16,jul,237,2,1,no
49,blue-collar,single,primary,no,6040,no,no,cellular,8,jul,474,2,0,no
30,unemployed,married,secondary,no,5142,yes,no,,20,may,350,4,0,no
29,services,single,secondary,no,5209,yes,no,cellular,28,jul,487,7,0,no
50,management,married,,no,8304,no,no,,5,jun,1009,2,0,no
26,student,single,tertiary,no,5294,no,no,cellular,5,mar,87,1,2,yes
27,housemaid,married,secondary,no,9848,yes,yes,telephone,23,jul,82,3,0,no
32,blue-collar,single,secondary,no,6670,yes,no,cellular,18,may,183,1,0,no
62,self-employed,married,secondary,no,5367,no,no,telephone,2,mar,139,5,0,no
34,blue-collar,single,secondary,no,,yes,no,,3,jun,115,3,0,no
25,admin.,single,tertiary,no,6420,no,no,cellular,8,apr,124,2,0,no
34,management,single,tertiary,no,5340,yes,no,,3,jun,633,28,0,no
44,technician,single,secondary,no,6679,no,no,telephone,20,oct,718,1,0,yes
38,management,married,tertiary,no,6198,yes,no,cellular,2,feb,63,1,0,no
57,admin.,married,secondary,no,5169,no,no,cellular,14,aug,180,1,2,no
36,self-employed,married,tertiary,no,5506,no,no,cellular,25,aug,47,1,1,no
41,entrepreneur,married,secondary,no,6249,yes,no,cellular,9,jul,391,1,0,no
36,management,single,tertiary,no,5678,no,yes,,4,jul,85,3,0,no
27,management,single,tertiary,no,5212,yes,no,cellular,15,may,373,1,0,no
37,technician,divorced,secondary,no,5023,no,no,cellular,20,aug,289,2,0,no
47,management,single,tertiary,no,9402,no,no,telephone,10,dec,805,1,1,yes
31,services,divorced,primary,no,5459,yes,no,cellular,7,may,623,1,1,yes
39,self-employed,married,secondary,no,9722,yes,no,,17,jun,483,1,0,no
35,admin.,divorced,tertiary,no,6555,yes,no,,9,may,26,2,0,no
40,blue-collar,married,secondary,no,5061,yes,no,,7,may,112,3,0,no
38,management,single,tertiary,no,5000,yes,no,cellular,17,nov,213,2,0,no
31,technician,married,secondary,no,8706,yes,no,cellular,20,nov,129,1,0,no
36,blue-collar,married,primary,no,6177,no,no,cellular,15,apr,330,1,4,yes
53,management,married,primary,no,7096,no,no,,9,jun,104,1,0,no
59,blue-collar,married,primary,no,5748,no,no,,29,may,184,1,0,no
29,management,single,tertiary,no,8357,no,no,cellular,21,jul,,3,0,no
